roi,method,start_frame,raw_bpm,snr,rejection_lenient,rejection_aggressive,motion,artifact_100bpm,mouth,pixel_mean,pixel_min
ear_area_left,ica,0,154.7,13.3,0.0,0.0,15.18,0.166,10.96,1282.8,317.0
ear_area_left,dog_learned,0,93.2,11.69,0.0,0.0,15.18,0.234,10.96,1282.8,317.0
ear_area_left,green,50,156.4,55.17,0.0,0.0,12.11,0.008,13.17,1282.8,317.0
ear_area_left,g_minus_r,50,91.4,8.72,0.0,0.0,12.11,0.336,13.17,1282.8,317.0
ear_area_left,chrom,50,155.9,7.99,0.0,0.0,12.11,0.171,13.17,1282.8,317.0
ear_area_left,pos,50,91.4,8.56,0.0,0.0,12.11,0.339,13.17,1282.8,317.0
ear_area_left,pca,50,155.3,18.88,0.0,0.0,12.11,0.052,13.17,1282.8,317.0
ear_area_left,ica,50,155.9,18.95,0.0,0.0,12.11,0.065,13.17,1282.8,317.0
ear_area_left,dog_learned,50,91.4,9.34,0.0,0.0,12.11,0.334,13.17,1282.8,317.0
muzzle_skin,green,0,164.1,27.39,0.0,0.0,15.18,0.039,10.96,0.0,0.0
muzzle_skin,g_minus_r,0,96.1,18.88,0.35,0.35,15.18,0.602,10.96,0.0,0.0
muzzle_skin,chrom,0,102.5,14.15,0.35,0.35,15.18,0.634,10.96,0.0,0.0
muzzle_skin,pos,0,96.1,20.12,0.35,0.35,15.18,0.644,10.96,0.0,0.0
muzzle_skin,pca,0,96.1,20.71,0.35,0.35,15.18,0.715,10.96,0.0,0.0
muzzle_skin,ica,0,126.6,13.03,0.0,0.0,15.18,0.084,10.96,0.0,0.0
muzzle_skin,dog_learned,0,96.1,22.75,0.35,0.35,15.18,0.783,10.96,0.0,0.0
muzzle_skin,green,50,155.3,42.09,0.0,0.0,12.11,0.014,13.17,0.0,0.0
muzzle_skin,g_minus_r,50,93.8,13.25,0.0,0.0,12.11,0.274,13.17,0.0,0.0
muzzle_skin,chrom,50,168.2,6.12,0.0,0.0,12.11,0.211,13.17,0.0,0.0
muzzle_skin,pos,50,93.8,12.76,0.0,0.0,12.11,0.274,13.17,0.0,0.0
muzzle_skin,pca,50,154.7,8.18,0.0,0.0,12.11,0.101,13.17,0.0,0.0
muzzle_skin,ica,50,124.2,14.46,0.0,0.0,12.11,0.189,13.17,0.0,0.0
muzzle_skin,dog_learned,50,93.2,8.85,0.0,0.0,12.11,0.262,13.17,0.0,0.0
