roi,method,start_frame,raw_bpm,snr,rejection_lenient,rejection_aggressive,motion,artifact_100bpm,mouth,pixel_mean,pixel_min
right_ear_base,dog_learned,0,147.1,10.78,0.0,0.0,4.13,0.051,33.7,0.0,0.0
right_ear_base,green,50,202.7,71.64,0.0,0.0,4.63,0.018,33.93,0.0,0.0
right_ear_base,g_minus_r,50,137.7,10.43,0.0,0.0,4.63,0.081,33.93,0.0,0.0
right_ear_base,chrom,50,137.7,6.73,0.0,0.0,4.63,0.052,33.93,0.0,0.0
right_ear_base,pos,50,137.7,10.17,0.0,0.0,4.63,0.08,33.93,0.0,0.0
right_ear_base,pca,50,202.7,10.05,0.0,0.0,4.63,0.075,33.93,0.0,0.0
right_ear_base,ica,50,202.7,23.87,0.0,0.0,4.63,0.031,33.93,0.0,0.0
right_ear_base,dog_learned,50,137.7,9.1,0.0,0.0,4.63,0.079,33.93,0.0,0.0
left_ear_base,green,0,185.2,23.17,0.0,0.0,4.13,0.068,33.7,0.0,0.0
left_ear_base,g_minus_r,0,140.6,16.73,0.0,0.0,4.13,0.104,33.7,0.0,0.0
left_ear_base,chrom,0,141.2,14.01,0.0,0.0,4.13,0.045,33.7,0.0,0.0
left_ear_base,pos,0,140.6,16.51,0.0,0.0,4.13,0.103,33.7,0.0,0.0
left_ear_base,pca,0,139.5,13.62,0.0,0.0,4.13,0.078,33.7,0.0,0.0
left_ear_base,ica,0,140.6,14.74,0.0,0.0,4.13,0.048,33.7,0.0,0.0
left_ear_base,dog_learned,0,140.6,15.95,0.0,0.0,4.13,0.121,33.7,0.0,0.0
left_ear_base,green,50,209.8,23.16,0.0,0.0,4.63,0.021,33.93,0.0,0.0
left_ear_base,g_minus_r,50,79.1,9.19,0.0,0.0,4.63,0.062,33.93,0.0,0.0
left_ear_base,chrom,50,79.1,7.01,0.0,0.0,4.63,0.124,33.93,0.0,0.0
left_ear_base,pos,50,79.1,8.88,0.0,0.0,4.63,0.058,33.93,0.0,0.0
left_ear_base,pca,50,209.8,5.83,0.0,0.0,4.63,0.099,33.93,0.0,0.0
left_ear_base,ica,50,186.9,17.41,0.0,0.0,4.63,0.027,33.93,0.0,0.0
left_ear_base,dog_learned,50,79.1,9.33,0.0,0.0,4.63,0.124,33.93,0.0,0.0
muzzle_area,green,0,201.0,33.36,0.0,0.0,4.13,0.04,33.7,976.0,976.0
muzzle_area,g_minus_r,0,129.5,10.24,0.0,0.0,4.13,0.114,33.7,976.0,976.0
muzzle_area,chrom,0,130.1,10.14,0.0,0.0,4.13,0.134,33.7,976.0,976.0
muzzle_area,pos,0,130.1,10.38,0.0,0.0,4.13,0.116,33.7,976.0,976.0
muzzle_area,pca,0,201.0,10.86,0.0,0.0,4.13,0.152,33.7,976.0,976.0
muzzle_area,ica,0,99.0,12.29,0.0,0.0,4.13,0.394,33.7,976.0,976.0
muzzle_area,dog_learned,0,130.1,10.45,0.0,0.0,4.13,0.155,33.7,976.0,976.0
muzzle_area,green,50,202.7,20.36,0.0,0.0,4.63,0.086,33.93,976.0,976.0
muzzle_area,g_minus_r,50,117.2,7.54,0.0,0.0,4.63,0.299,33.93,976.0,976.0
muzzle_area,chrom,50,104.3,6.27,0.0,0.0,4.63,0.33,33.93,976.0,976.0
muzzle_area,pos,50,117.2,7.61,0.0,0.0,4.63,0.303,33.93,976.0,976.0
muzzle_area,pca,50,97.3,13.12,0.0,0.0,4.63,0.302,33.93,976.0,976.0
muzzle_area,ica,50,97.3,11.9,0.0,0.0,4.63,0.339,33.93,976.0,976.0
muzzle_area,dog_learned,50,104.3,7.28,0.0,0.0,4.63,0.368,33.93,976.0,976.0
