video,window_index,window_start_sec,window_end_sec,roi_id,roi_label,roi_kind,method,preprocess,peak_rank,peak_bpm,bpm_min,bpm_max,bpm_target,target_abs_error,range_error,within_range,snr,total_power_ratio,spectral_entropy,h2_ratio,half_ratio,valid_fraction,box_motion,color_cv,roi_motion,mask_valid_fraction,mask_area,mask_area_change,roi_motion_coherence,bg_motion_coherence,mask_motion_coherence,roi_motion_peak_bpm,bg_motion_peak_bpm,mask_motion_peak_bpm,artifact_100bpm,artifact_state,quality_score,segmentation_score
1.mp4,0,0.0,19.933,animal_full,Animal full mask,mask,green,raw,1,116.455,170.0,180.0,175.0,58.545,53.545,False,46.749,0.02919,0.817018,0.000303,0.01371,0.8299,0.002636,0.057735,0.026865,1.0,0.232211,0.000913,0.0,0.0,0.0,102.832,101.074,90.967,False,stable_mask_roi,5.962248,5.962248
1.mp4,0,0.0,19.933,animal_full,Animal full mask,mask,green,raw,2,122.168,170.0,180.0,175.0,52.832,47.832,False,34.252,0.021387,0.817018,0.002534,0.018712,0.8299,0.002636,0.057735,0.026865,1.0,0.232211,0.000913,0.0,0.0,0.0,102.832,101.074,90.967,False,stable_mask_roi,5.234463,5.234463
1.mp4,0,0.0,19.933,animal_full,Animal full mask,mask,green,bg_motion_residual,1,116.455,170.0,180.0,175.0,58.545,53.545,False,47.273,0.029099,0.816318,0.000413,0.011793,0.8299,0.002636,0.057735,0.026865,1.0,0.232211,0.000913,0.0,0.0,0.0,102.832,101.074,90.967,False,stable_mask_roi,5.972974,6.152974
1.mp4,0,0.0,19.933,animal_full,Animal full mask,mask,green,bg_motion_residual,2,122.168,170.0,180.0,175.0,52.832,47.832,False,35.041,0.021569,0.816318,0.002518,0.01591,0.8299,0.002636,0.057735,0.026865,1.0,0.232211,0.000913,0.0,0.0,0.0,102.832,101.074,90.967,False,stable_mask_roi,5.263995,5.443995
1.mp4,0,0.0,19.933,animal_full,Animal full mask,mask,chrom,raw,1,106.348,170.0,180.0,175.0,68.652,63.652,False,24.275,0.019831,0.854036,0.017019,0.005367,0.8299,0.002636,0.057735,0.026865,1.0,0.232211,0.000913,1.0,0.0,0.0,102.832,101.074,90.967,False,motion_locked_peak,5.020929,3.370929
1.mp4,0,0.0,19.933,animal_full,Animal full mask,mask,chrom,raw,2,119.971,170.0,180.0,175.0,55.029,50.029,False,17.347,0.014171,0.854036,0.00207,0.007511,0.8299,0.002636,0.057735,0.026865,1.0,0.232211,0.000913,0.0,0.0,0.0,102.832,101.074,90.967,False,stable_mask_roi,4.282351,4.282351
1.mp4,0,0.0,19.933,animal_full,Animal full mask,mask,chrom,bg_motion_residual,1,106.348,170.0,180.0,175.0,68.652,63.652,False,24.988,0.01984,0.853944,0.017256,0.005748,0.8299,0.002636,0.057735,0.026865,1.0,0.232211,0.000913,1.0,0.0,0.0,102.832,101.074,90.967,False,motion_locked_peak,5.050489,3.580489
1.mp4,0,0.0,19.933,animal_full,Animal full mask,mask,chrom,bg_motion_residual,2,119.971,170.0,180.0,175.0,55.029,50.029,False,17.89,0.014204,0.853944,0.002059,0.008029,0.8299,0.002636,0.057735,0.026865,1.0,0.232211,0.000913,0.0,0.0,0.0,102.832,101.074,90.967,False,stable_mask_roi,4.314155,4.494155
1.mp4,0,0.0,19.933,animal_non_face,Animal mask excluding face,mask_body,green,raw,1,117.334,170.0,180.0,175.0,57.666,52.666,False,41.448,0.029975,0.824667,0.000841,0.009531,0.3247,0.002636,0.064441,0.021041,1.0,0.232211,0.000913,1.0,0.0,0.0,115.137,101.074,90.967,False,motion_locked_peak,5.518462,4.048462
1.mp4,0,0.0,19.933,animal_non_face,Animal mask excluding face,mask_body,green,raw,2,105.469,170.0,180.0,175.0,69.531,64.531,False,25.737,0.018613,0.824667,0.023483,0.01535,0.3247,0.002636,0.064441,0.021041,1.0,0.232211,0.000913,0.0,0.0,0.0,115.137,101.074,90.967,False,stable_mask_roi,4.532366,4.712366
1.mp4,0,0.0,19.933,animal_non_face,Animal mask excluding face,mask_body,green,bg_motion_residual,1,117.334,170.0,180.0,175.0,57.666,52.666,False,44.411,0.030461,0.823072,0.001292,0.008582,0.3247,0.002636,0.064441,0.021041,1.0,0.232211,0.000913,1.0,0.0,0.0,115.137,101.074,90.967,False,motion_locked_peak,5.601837,4.311837
1.mp4,0,0.0,19.933,animal_non_face,Animal mask excluding face,mask_body,green,bg_motion_residual,2,105.469,170.0,180.0,175.0,69.531,64.531,False,26.87,0.01843,0.823072,0.024688,0.014185,0.3247,0.002636,0.064441,0.021041,1.0,0.232211,0.000913,0.0,0.0,0.0,115.137,101.074,90.967,False,stable_mask_roi,4.572935,4.932935
1.mp4,0,0.0,19.933,animal_non_face,Animal mask excluding face,mask_body,chrom,raw,1,124.365,170.0,180.0,175.0,50.635,45.635,False,36.259,0.020714,0.835855,0.000911,0.009298,0.3247,0.002636,0.064441,0.021041,1.0,0.232211,0.000913,0.0,0.0,0.0,115.137,101.074,90.967,False,stable_mask_roi,5.143622,5.323622
1.mp4,0,0.0,19.933,animal_non_face,Animal mask excluding face,mask_body,chrom,raw,2,106.348,170.0,180.0,175.0,68.652,63.652,False,34.768,0.019862,0.835855,0.050986,0.009697,0.3247,0.002636,0.064441,0.021041,1.0,0.232211,0.000913,0.0,0.0,0.0,115.137,101.074,90.967,False,stable_mask_roi,4.866772,5.046772
1.mp4,0,0.0,19.933,animal_non_face,Animal mask excluding face,mask_body,chrom,bg_motion_residual,1,124.365,170.0,180.0,175.0,50.635,45.635,False,37.659,0.020658,0.835513,0.000905,0.010442,0.3247,0.002636,0.064441,0.021041,1.0,0.232211,0.000913,0.0,0.0,0.0,115.137,101.074,90.967,False,stable_mask_roi,5.181022,5.541022
1.mp4,0,0.0,19.933,animal_non_face,Animal mask excluding face,mask_body,chrom,bg_motion_residual,2,106.348,170.0,180.0,175.0,68.652,63.652,False,36.379,0.019956,0.835513,0.051947,0.010809,0.3247,0.002636,0.064441,0.021041,1.0,0.232211,0.000913,0.0,0.0,0.0,115.137,101.074,90.967,False,stable_mask_roi,4.916121,5.276121
1.mp4,0,0.0,19.933,animal_face_intersection,Animal mask inside face box,mask_face,green,raw,1,116.455,170.0,180.0,175.0,58.545,53.545,False,41.291,0.029165,0.827636,0.000988,0.033862,0.5035,0.002636,0.09492,0.08004,1.0,0.232211,0.000913,0.0,0.0,0.0,107.227,101.074,90.967,False,stable_mask_roi,5.60533,5.60533
1.mp4,0,0.0,19.933,animal_face_intersection,Animal mask inside face box,mask_face,green,raw,2,122.168,170.0,180.0,175.0,52.832,47.832,False,30.138,0.021287,0.827636,0.000786,0.046392,0.5035,0.002636,0.09492,0.08004,1.0,0.232211,0.000913,0.0,0.0,0.0,107.227,101.074,90.967,False,stable_mask_roi,4.870688,4.870688
1.mp4,0,0.0,19.933,animal_face_intersection,Animal mask inside face box,mask_face,green,bg_motion_residual,1,116.455,170.0,180.0,175.0,58.545,53.545,False,44.026,0.028968,0.825901,0.001255,0.030753,0.5035,0.002636,0.09492,0.08004,1.0,0.232211,0.000913,0.0,0.0,0.0,107.227,101.074,90.967,False,stable_mask_roi,5.669625,5.849625
1.mp4,0,0.0,19.933,animal_face_intersection,Animal mask inside face box,mask_face,green,bg_motion_residual,2,122.168,170.0,180.0,175.0,52.832,47.832,False,32.671,0.021496,0.825901,0.000766,0.041443,0.5035,0.002636,0.09492,0.08004,1.0,0.232211,0.000913,0.0,0.0,0.0,107.227,101.074,90.967,False,stable_mask_roi,4.961521,5.141521
1.mp4,0,0.0,19.933,animal_face_intersection,Animal mask inside face box,mask_face,chrom,raw,1,119.092,170.0,180.0,175.0,55.908,50.908,False,20.509,0.01935,0.85391,0.00423,0.000937,0.5035,0.002636,0.09492,0.08004,1.0,0.232211,0.000913,0.0,0.0,0.0,107.227,101.074,90.967,False,stable_mask_roi,4.623937,4.623937
1.mp4,0,0.0,19.933,animal_face_intersection,Animal mask inside face box,mask_face,chrom,raw,2,106.787,170.0,180.0,175.0,68.213,63.213,False,16.325,0.015403,0.85391,0.01612,0.001177,0.5035,0.002636,0.09492,0.08004,1.0,0.232211,0.000913,1.0,0.0,0.0,107.227,101.074,90.967,False,motion_locked_peak,4.056374,2.406374
1.mp4,0,0.0,19.933,animal_face_intersection,Animal mask inside face box,mask_face,chrom,bg_motion_residual,1,119.092,170.0,180.0,175.0,55.908,50.908,False,20.413,0.019346,0.853997,0.004257,0.000905,0.5035,0.002636,0.09492,0.08004,1.0,0.232211,0.000913,0.0,0.0,0.0,107.227,101.074,90.967,False,stable_mask_roi,4.619027,4.799027
1.mp4,0,0.0,19.933,animal_face_intersection,Animal mask inside face box,mask_face,chrom,bg_motion_residual,2,106.787,170.0,180.0,175.0,68.213,63.213,False,16.242,0.015394,0.853997,0.016184,0.001137,0.5035,0.002636,0.09492,0.08004,1.0,0.232211,0.000913,1.0,0.0,0.0,107.227,101.074,90.967,False,motion_locked_peak,4.050941,2.580941
1.mp4,0,0.0,19.933,mask_neck_chest,Mask neck/chest below face,mask_body,green,raw,1,104.59,170.0,180.0,175.0,70.41,65.41,False,25.258,0.019703,0.860361,0.00331,0.020689,0.2036,0.002636,0.029727,0.040693,1.0,0.232211,0.000913,1.0,1.0,0.0,101.514,101.074,90.967,True,100bpm_artifact,4.636835,2.916835
1.mp4,0,0.0,19.933,mask_neck_chest,Mask neck/chest below face,mask_body,green,raw,2,97.559,170.0,180.0,175.0,77.441,72.441,False,23.207,0.018103,0.860361,0.029297,0.022517,0.2036,0.002636,0.029727,0.040693,1.0,0.232211,0.000913,1.0,1.0,0.0,101.514,101.074,90.967,True,100bpm_artifact,4.289243,2.569243
1.mp4,0,0.0,19.933,mask_neck_chest,Mask neck/chest below face,mask_body,green,bg_motion_residual,1,104.59,170.0,180.0,175.0,70.41,65.41,False,26.281,0.019809,0.859155,0.003365,0.019337,0.2036,0.002636,0.029727,0.040693,1.0,0.232211,0.000913,1.0,1.0,0.0,101.514,101.074,90.967,True,100bpm_artifact,4.681756,3.141756
1.mp4,0,0.0,19.933,mask_neck_chest,Mask neck/chest below face,mask_body,green,bg_motion_residual,2,97.559,170.0,180.0,175.0,77.441,72.441,False,24.273,0.018296,0.859155,0.028664,0.020937,0.2036,0.002636,0.029727,0.040693,1.0,0.232211,0.000913,1.0,1.0,0.0,101.514,101.074,90.967,True,100bpm_artifact,4.341975,2.801975
1.mp4,0,0.0,19.933,mask_neck_chest,Mask neck/chest below face,mask_body,chrom,raw,1,121.289,170.0,180.0,175.0,53.711,48.711,False,27.665,0.02086,0.842732,0.001159,0.012604,0.2036,0.002636,0.029727,0.040693,1.0,0.232211,0.000913,0.0,0.0,0.0,101.514,101.074,90.967,False,stable_mask_roi,4.784469,4.964469
1.mp4,0,0.0,19.933,mask_neck_chest,Mask neck/chest below face,mask_body,chrom,raw,2,130.957,170.0,180.0,175.0,44.043,39.043,False,24.754,0.018665,0.842732,0.001295,0.014086,0.2036,0.002636,0.029727,0.040693,1.0,0.232211,0.000913,0.0,0.0,0.0,101.514,101.074,90.967,False,stable_mask_roi,4.389072,4.569072
1.mp4,0,0.0,19.933,mask_neck_chest,Mask neck/chest below face,mask_body,chrom,bg_motion_residual,1,121.289,170.0,180.0,175.0,53.711,48.711,False,27.753,0.020838,0.842695,0.001159,0.012586,0.2036,0.002636,0.029727,0.040693,1.0,0.232211,0.000913,0.0,0.0,0.0,101.514,101.074,90.967,False,stable_mask_roi,4.787131,5.147131
1.mp4,0,0.0,19.933,mask_neck_chest,Mask neck/chest below face,mask_body,chrom,bg_motion_residual,2,130.957,170.0,180.0,175.0,44.043,39.043,False,24.874,0.018676,0.842695,0.001293,0.014042,0.2036,0.002636,0.029727,0.040693,1.0,0.232211,0.000913,0.0,0.0,0.0,101.514,101.074,90.967,False,stable_mask_roi,4.394333,4.754333
1.mp4,0,0.0,19.933,mask_upper_body,Mask upper body,mask_body,green,raw,1,105.469,170.0,180.0,175.0,69.531,64.531,False,65.507,0.042291,0.809496,0.002206,0.013393,0.4128,0.002636,0.06905,0.037697,1.0,0.232211,0.000913,0.0,0.0,0.0,125.244,101.074,90.967,False,stable_mask_roi,6.294032,6.474032
1.mp4,0,0.0,19.933,mask_upper_body,Mask upper body,mask_body,green,raw,2,118.213,170.0,180.0,175.0,56.787,51.787,False,21.912,0.014147,0.809496,0.002305,0.040038,0.4128,0.002636,0.06905,0.037697,1.0,0.232211,0.000913,0.0,0.0,0.0,125.244,101.074,90.967,False,stable_mask_roi,4.293563,4.473563
1.mp4,0,0.0,19.933,mask_upper_body,Mask upper body,mask_body,green,bg_motion_residual,1,105.469,170.0,180.0,175.0,69.531,64.531,False,66.47,0.042097,0.808487,0.002175,0.012488,0.4128,0.002636,0.06905,0.037697,1.0,0.232211,0.000913,0.0,0.0,0.0,125.244,101.074,90.967,False,stable_mask_roi,6.307386,6.667386
1.mp4,0,0.0,19.933,mask_upper_body,Mask upper body,mask_body,green,bg_motion_residual,2,118.213,170.0,180.0,175.0,56.787,51.787,False,22.294,0.01412,0.808487,0.001684,0.037231,0.4128,0.002636,0.06905,0.037697,1.0,0.232211,0.000913,0.0,0.0,0.0,125.244,101.074,90.967,False,stable_mask_roi,4.311616,4.671616
1.mp4,0,0.0,19.933,mask_upper_body,Mask upper body,mask_body,chrom,raw,1,106.348,170.0,180.0,175.0,68.652,63.652,False,26.276,0.021434,0.860454,0.014273,0.005517,0.4128,0.002636,0.06905,0.037697,1.0,0.232211,0.000913,0.0,0.0,0.0,125.244,101.074,90.967,False,stable_mask_roi,4.865707,5.045707
1.mp4,0,0.0,19.933,mask_upper_body,Mask upper body,mask_body,chrom,raw,2,112.061,170.0,180.0,175.0,62.939,57.939,False,13.206,0.010772,0.860454,0.05024,0.010978,0.4128,0.002636,0.06905,0.037697,1.0,0.232211,0.000913,0.0,0.0,0.0,125.244,101.074,90.967,False,stable_mask_roi,3.614816,3.794816
1.mp4,0,0.0,19.933,mask_upper_body,Mask upper body,mask_body,chrom,bg_motion_residual,1,106.348,170.0,180.0,175.0,68.652,63.652,False,26.271,0.021434,0.860455,0.014329,0.005562,0.4128,0.002636,0.06905,0.037697,1.0,0.232211,0.000913,0.0,0.0,0.0,125.244,101.074,90.967,False,stable_mask_roi,4.865516,5.225516
1.mp4,0,0.0,19.933,mask_upper_body,Mask upper body,mask_body,chrom,bg_motion_residual,2,112.061,170.0,180.0,175.0,62.939,57.939,False,13.196,0.010767,0.860455,0.05017,0.011072,0.4128,0.002636,0.06905,0.037697,1.0,0.232211,0.000913,0.0,0.0,0.0,125.244,101.074,90.967,False,stable_mask_roi,3.61384,3.97384
1.mp4,0,0.0,19.933,mask_lower_body,Mask lower body,mask_body,green,raw,1,118.652,170.0,180.0,175.0,56.348,51.348,False,26.968,0.022879,0.845646,0.006391,0.015138,0.2706,0.002636,0.019489,0.031698,1.0,0.232211,0.000913,0.0,0.0,0.0,125.684,101.074,90.967,False,stable_mask_roi,4.852988,5.032988
1.mp4,0,0.0,19.933,mask_lower_body,Mask lower body,mask_body,green,raw,2,107.666,170.0,180.0,175.0,67.334,62.334,False,20.499,0.017391,0.845646,0.047463,0.019915,0.2706,0.002636,0.019489,0.031698,1.0,0.232211,0.000913,0.0,0.0,0.0,125.684,101.074,90.967,False,stable_mask_roi,4.208908,4.388908
1.mp4,0,0.0,19.933,mask_lower_body,Mask lower body,mask_body,green,bg_motion_residual,1,118.652,170.0,180.0,175.0,56.348,51.348,False,27.238,0.022885,0.845434,0.00625,0.014767,0.2706,0.002636,0.019489,0.031698,1.0,0.232211,0.000913,0.0,0.0,0.0,125.684,101.074,90.967,False,stable_mask_roi,4.863534,5.223534
1.mp4,0,0.0,19.933,mask_lower_body,Mask lower body,mask_body,green,bg_motion_residual,2,107.666,170.0,180.0,175.0,67.334,62.334,False,20.737,0.017423,0.845434,0.047625,0.019396,0.2706,0.002636,0.019489,0.031698,1.0,0.232211,0.000913,0.0,0.0,0.0,125.684,101.074,90.967,False,stable_mask_roi,4.221851,4.581851
1.mp4,0,0.0,19.933,mask_lower_body,Mask lower body,mask_body,chrom,raw,1,122.168,170.0,180.0,175.0,52.832,47.832,False,32.197,0.023162,0.838362,0.000905,0.008203,0.2706,0.002636,0.019489,0.031698,1.0,0.232211,0.000913,1.0,0.0,0.0,125.684,101.074,90.967,False,motion_locked_peak,5.049497,3.579497
1.mp4,0,0.0,19.933,mask_lower_body,Mask lower body,mask_body,chrom,raw,2,130.078,170.0,180.0,175.0,44.922,39.922,False,24.81,0.017848,0.838362,0.001174,0.010645,0.2706,0.002636,0.019489,0.031698,1.0,0.232211,0.000913,0.0,0.0,0.0,125.684,101.074,90.967,False,stable_mask_roi,4.416382,4.596382
1.mp4,0,0.0,19.933,mask_lower_body,Mask lower body,mask_body,chrom,bg_motion_residual,1,122.168,170.0,180.0,175.0,52.832,47.832,False,32.179,0.023144,0.838284,0.000904,0.008356,0.2706,0.002636,0.019489,0.031698,1.0,0.232211,0.000913,1.0,0.0,0.0,125.684,101.074,90.967,False,motion_locked_peak,5.048536,3.758536
1.mp4,0,0.0,19.933,mask_lower_body,Mask lower body,mask_body,chrom,bg_motion_residual,2,130.078,170.0,180.0,175.0,44.922,39.922,False,24.871,0.017888,0.838284,0.00117,0.010811,0.2706,0.002636,0.019489,0.031698,1.0,0.232211,0.000913,0.0,0.0,0.0,125.684,101.074,90.967,False,stable_mask_roi,4.420147,4.780147
1.mp4,0,0.0,19.933,mask_left_body,Mask left body,mask_body,green,raw,1,117.773,170.0,180.0,175.0,57.227,52.227,False,38.471,0.030187,0.818514,6.4e-05,0.000802,0.2354,0.002636,0.069997,0.027707,1.0,0.232211,0.000913,1.0,0.0,0.0,113.818,101.074,90.967,False,motion_locked_peak,5.397671,3.927671
1.mp4,0,0.0,19.933,mask_left_body,Mask left body,mask_body,green,raw,2,134.033,170.0,180.0,175.0,40.967,35.967,False,21.936,0.017213,0.818514,0.002062,0.001407,0.2354,0.002636,0.069997,0.027707,1.0,0.232211,0.000913,0.0,0.0,0.0,113.818,101.074,90.967,False,stable_mask_roi,4.276589,4.456589
1.mp4,0,0.0,19.933,mask_left_body,Mask left body,mask_body,green,bg_motion_residual,1,117.773,170.0,180.0,175.0,57.227,52.227,False,38.301,0.030214,0.818478,8.1e-05,0.00083,0.2354,0.002636,0.069997,0.027707,1.0,0.232211,0.000913,1.0,0.0,0.0,113.818,101.074,90.967,False,motion_locked_peak,5.393753,4.103753
1.mp4,0,0.0,19.933,mask_left_body,Mask left body,mask_body,green,bg_motion_residual,2,134.033,170.0,180.0,175.0,40.967,35.967,False,21.812,0.017206,0.818478,0.002059,0.001458,0.2354,0.002636,0.069997,0.027707,1.0,0.232211,0.000913,0.0,0.0,0.0,113.818,101.074,90.967,False,stable_mask_roi,4.270713,4.630713
1.mp4,0,0.0,19.933,mask_left_body,Mask left body,mask_body,chrom,raw,1,106.787,170.0,180.0,175.0,68.213,63.213,False,64.7,0.029046,0.818308,0.014975,0.002208,0.2354,0.002636,0.069997,0.027707,1.0,0.232211,0.000913,0.0,0.0,0.0,113.818,101.074,90.967,False,stable_mask_roi,5.911184,6.091184
1.mp4,0,0.0,19.933,mask_left_body,Mask left body,mask_body,chrom,raw,2,123.486,170.0,180.0,175.0,51.514,46.514,False,37.953,0.017038,0.818308,0.000609,0.003764,0.2354,0.002636,0.069997,0.027707,1.0,0.232211,0.000913,0.0,0.0,0.0,113.818,101.074,90.967,False,stable_mask_roi,4.826778,5.006778
1.mp4,0,0.0,19.933,mask_left_body,Mask left body,mask_body,chrom,bg_motion_residual,1,106.787,170.0,180.0,175.0,68.213,63.213,False,64.461,0.029211,0.818009,0.014976,0.00267,0.2354,0.002636,0.069997,0.027707,1.0,0.232211,0.000913,0.0,0.0,0.0,113.818,101.074,90.967,False,stable_mask_roi,5.911233,6.271233
1.mp4,0,0.0,19.933,mask_left_body,Mask left body,mask_body,chrom,bg_motion_residual,2,123.486,170.0,180.0,175.0,51.514,46.514,False,37.406,0.016951,0.818009,0.000606,0.004601,0.2354,0.002636,0.069997,0.027707,1.0,0.232211,0.000913,0.0,0.0,0.0,113.818,101.074,90.967,False,stable_mask_roi,4.809412,5.169412
1.mp4,0,0.0,19.933,mask_right_body,Mask right body,mask_body,green,raw,1,117.773,170.0,180.0,175.0,57.227,52.227,False,25.276,0.023657,0.852725,0.001769,0.011987,0.0794,0.002636,0.081925,0.03906,1.0,0.232211,0.000913,0.0,0.0,0.0,106.787,101.074,90.967,False,stable_mask_roi,4.673855,4.745285
1.mp4,0,0.0,19.933,mask_right_body,Mask right body,mask_body,green,raw,2,94.482,170.0,180.0,175.0,80.518,75.518,False,18.152,0.016989,0.852725,0.00408,0.016691,0.0794,0.002636,0.081925,0.03906,1.0,0.232211,0.000913,0.0,0.0,1.0,106.787,101.074,90.967,False,motion_locked_peak,3.933737,2.355166
1.mp4,0,0.0,19.933,mask_right_body,Mask right body,mask_body,green,bg_motion_residual,1,117.773,170.0,180.0,175.0,57.227,52.227,False,25.104,0.023632,0.852508,0.001686,0.011976,0.0794,0.002636,0.081925,0.03906,1.0,0.232211,0.000913,0.0,0.0,0.0,106.787,101.074,90.967,False,stable_mask_roi,4.666584,4.918014
1.mp4,0,0.0,19.933,mask_right_body,Mask right body,mask_body,green,bg_motion_residual,2,94.482,170.0,180.0,175.0,80.518,75.518,False,18.143,0.017079,0.852508,0.003857,0.016571,0.0794,0.002636,0.081925,0.03906,1.0,0.232211,0.000913,0.0,0.0,1.0,106.787,101.074,90.967,False,motion_locked_peak,3.936321,2.537751
1.mp4,0,0.0,19.933,mask_right_body,Mask right body,mask_body,chrom,raw,1,116.016,170.0,180.0,175.0,58.984,53.984,False,17.866,0.014754,0.870226,0.007016,0.019987,0.0794,0.002636,0.081925,0.03906,1.0,0.232211,0.000913,0.0,0.0,0.0,106.787,101.074,90.967,False,stable_mask_roi,4.04258,4.11401
1.mp4,0,0.0,19.933,mask_right_body,Mask right body,mask_body,chrom,raw,2,127.441,170.0,180.0,175.0,47.559,42.559,False,16.763,0.013843,0.870226,0.002059,0.021301,0.0794,0.002636,0.081925,0.03906,1.0,0.232211,0.000913,0.0,0.0,0.0,106.787,101.074,90.967,False,stable_mask_roi,3.726224,3.797654
1.mp4,0,0.0,19.933,mask_right_body,Mask right body,mask_body,chrom,bg_motion_residual,1,116.016,170.0,180.0,175.0,58.984,53.984,False,17.943,0.014803,0.870172,0.006999,0.019975,0.0794,0.002636,0.081925,0.03906,1.0,0.232211,0.000913,0.0,0.0,0.0,106.787,101.074,90.967,False,stable_mask_roi,4.048604,4.300034
1.mp4,0,0.0,19.933,mask_right_body,Mask right body,mask_body,chrom,bg_motion_residual,2,127.441,170.0,180.0,175.0,47.559,42.559,False,16.774,0.013838,0.870172,0.002062,0.021368,0.0794,0.002636,0.081925,0.03906,1.0,0.232211,0.000913,0.0,0.0,0.0,106.787,101.074,90.967,False,stable_mask_roi,3.726752,3.978182
1.mp4,1,5.0,24.933,animal_full,Animal full mask,mask,green,raw,1,119.531,170.0,180.0,175.0,55.469,50.469,False,20.15,0.018184,0.869651,0.011341,0.063097,0.8282,0.003544,0.062394,0.029487,1.0,0.233368,0.001717,0.0,0.0,0.0,104.15,124.805,113.379,False,stable_mask_roi,4.745247,4.745247
1.mp4,1,5.0,24.933,animal_full,Animal full mask,mask,green,raw,2,130.957,170.0,180.0,175.0,44.043,39.043,False,13.407,0.012099,0.869651,0.014491,0.09483,0.8282,0.003544,0.062394,0.029487,1.0,0.233368,0.001717,0.0,0.0,0.0,104.15,124.805,113.379,False,stable_mask_roi,3.910304,3.910304
1.mp4,1,5.0,24.933,animal_full,Animal full mask,mask,green,bg_motion_residual,1,119.531,170.0,180.0,175.0,55.469,50.469,False,20.148,0.018334,0.869785,0.011107,0.062837,0.8282,0.003544,0.062394,0.029487,1.0,0.233368,0.001717,0.0,0.0,0.0,104.15,124.805,113.379,False,stable_mask_roi,4.749492,4.929492
1.mp4,1,5.0,24.933,animal_full,Animal full mask,mask,green,bg_motion_residual,2,100.195,170.0,180.0,175.0,74.805,69.805,False,13.25,0.012057,0.869785,0.075017,0.095551,0.8282,0.003544,0.062394,0.029487,1.0,0.233368,0.001717,1.0,0.0,0.0,104.15,124.805,113.379,True,100bpm_artifact,3.90899,2.18899
1.mp4,1,5.0,24.933,animal_full,Animal full mask,mask,chrom,raw,1,104.15,170.0,180.0,175.0,70.85,65.85,False,30.959,0.025545,0.832544,0.020269,0.011587,0.8282,0.003544,0.062394,0.029487,1.0,0.233368,0.001717,1.0,0.0,0.0,104.15,124.805,113.379,True,100bpm_artifact,5.433381,3.533381
1.mp4,1,5.0,24.933,animal_full,Animal full mask,mask,chrom,raw,2,118.652,170.0,180.0,175.0,56.348,51.348,False,28.17,0.023244,0.832544,0.006563,0.012734,0.8282,0.003544,0.062394,0.029487,1.0,0.233368,0.001717,0.0,0.0,0.0,104.15,124.805,113.379,False,stable_mask_roi,5.057668,5.057668
1.mp4,1,5.0,24.933,animal_full,Animal full mask,mask,chrom,bg_motion_residual,1,104.15,170.0,180.0,175.0,70.85,65.85,False,30.999,0.025062,0.834304,0.021744,0.012174,0.8282,0.003544,0.062394,0.029487,1.0,0.233368,0.001717,1.0,0.0,0.0,104.15,124.805,113.379,True,100bpm_artifact,5.421054,3.701054
1.mp4,1,5.0,24.933,animal_full,Animal full mask,mask,chrom,bg_motion_residual,2,118.652,170.0,180.0,175.0,56.348,51.348,False,28.757,0.023249,0.834304,0.006895,0.013123,0.8282,0.003544,0.062394,0.029487,1.0,0.233368,0.001717,0.0,0.0,0.0,104.15,124.805,113.379,False,stable_mask_roi,5.076512,5.256512
1.mp4,1,5.0,24.933,animal_non_face,Animal mask excluding face,mask_body,green,raw,1,95.801,170.0,180.0,175.0,79.199,74.199,False,22.733,0.020779,0.857153,0.012994,0.043292,0.3457,0.003544,0.065487,0.026432,1.0,0.233368,0.001717,0.0,0.0,0.0,115.137,124.805,113.379,True,100bpm_artifact,4.646994,4.126994
1.mp4,1,5.0,24.933,animal_non_face,Animal mask excluding face,mask_body,green,raw,2,104.15,170.0,180.0,175.0,70.85,65.85,False,15.345,0.014025,0.857153,0.062314,0.064138,0.3457,0.003544,0.065487,0.026432,1.0,0.233368,0.001717,0.0,0.0,0.0,115.137,124.805,113.379,True,100bpm_artifact,3.830937,3.310937
1.mp4,1,5.0,24.933,animal_non_face,Animal mask excluding face,mask_body,green,bg_motion_residual,1,95.801,170.0,180.0,175.0,79.199,74.199,False,22.737,0.020739,0.857102,0.013257,0.043503,0.3457,0.003544,0.065487,0.026432,1.0,0.233368,0.001717,0.0,0.0,0.0,115.137,124.805,113.379,True,100bpm_artifact,4.646144,4.306144
1.mp4,1,5.0,24.933,animal_non_face,Animal mask excluding face,mask_body,green,bg_motion_residual,2,104.15,170.0,180.0,175.0,70.85,65.85,False,15.46,0.014101,0.857102,0.062218,0.063981,0.3457,0.003544,0.065487,0.026432,1.0,0.233368,0.001717,0.0,0.0,0.0,115.137,124.805,113.379,True,100bpm_artifact,3.841056,3.501056
1.mp4,1,5.0,24.933,animal_non_face,Animal mask excluding face,mask_body,chrom,raw,1,105.029,170.0,180.0,175.0,69.971,64.971,False,66.561,0.040906,0.803142,0.002568,0.009474,0.3457,0.003544,0.065487,0.026432,1.0,0.233368,0.001717,0.0,0.0,0.0,115.137,124.805,113.379,False,stable_mask_roi,6.244659,6.424659
1.mp4,1,5.0,24.933,animal_non_face,Animal mask excluding face,mask_body,chrom,raw,2,123.047,170.0,180.0,175.0,51.953,46.953,False,31.068,0.019093,0.803142,0.002831,0.020297,0.3457,0.003544,0.065487,0.026432,1.0,0.233368,0.001717,0.0,1.0,0.0,115.137,124.805,113.379,False,motion_locked_peak,4.764771,3.294771
