frame_index,time_sec,roi,label,kind,center_x,center_y,confidence,r,g,b,mask_pixels,mask_confidence,center_motion_px
5,1.0,earbases,Ear bases,face,244.84375,313.15625,0.7239885330200195,190.17958412098298,163.0132325141777,144.79962192816635,529,0.904917299747467,21.69200944877586
5,1.0,neck,Neck,body,,,,,,,0,0.904917299747467,
5,1.0,throat,Throat,body,,,,,,,0,0.904917299747467,
5,1.0,upper_body,Upper body,body,352.90625,261.96875,0.5676032304763794,222.67094255437814,197.3340769659788,181.2883435582822,1793,0.904917299747467,20.803912983142286
5,1.0,mouth_artifact,Mouth artifact,artifact,335.84375,417.8850787632593,0.628438413143158,82.30056710775047,67.97353497164461,59.07372400756144,529,0.904917299747467,19.74606884199919
5,1.0,front_paw_artifact,Front paw artifact,artifact,355.33547188731666,562.9477307054507,0.8160821795463562,,,,0,0.904917299747467,6.97152328280724
6,1.2,eyes,Eyes,face,339.37860375160744,319.80305660691323,0.9293482601642609,114.59305993690852,81.30914826498423,63.261829652996845,317,0.917926013469696,48.418218982910496
6,1.2,nose,Nose bridge,face,337.125,353.875,0.841946542263031,17.28344671201814,11.587301587301587,10.308390022675736,441,0.917926013469696,45.13497552480781
6,1.2,earbases,Ear bases,face,337.52412224531616,263.0379881698081,0.5936360061168671,206.93950850661625,183.28733459357278,166.3119092627599,529,0.917926013469696,105.36361596115636
6,1.2,neck,Neck,body,357.375,401.125,0.5016822218894958,109.09613478691774,95.14469772051537,80.0396432111001,1009,0.917926013469696,66.81934837592186
6,1.2,throat,Throat,body,360.7599383544816,428.14487670896324,0.5308293104171753,86.35884567126725,81.51442910915935,73.39146800501882,797,0.917926013469696,52.6349094096371
6,1.2,upper_body,Upper body,body,364.125,198.625,0.618686854839325,227.56206415620642,201.93793584379358,187.50139470013946,1434,0.917926013469696,64.3295500965536
6,1.2,mouth_artifact,Mouth artifact,artifact,339.73898526509527,389.78048035707985,0.6096557080745697,102.71077504725898,87.55576559546314,74.94139886578449,529,0.917926013469696,28.37324989039968
6,1.2,front_paw_artifact,Front paw artifact,artifact,356.83572463353727,553.0245125166574,0.8088229298591614,,,,0,0.917926013469696,10.035986126183122
7,1.4,eyes,Eyes,face,331.6890188067361,284.193169524158,0.9156706631183624,110.33123028391167,78.1608832807571,60.353312302839115,317,0.9243515729904175,36.430670796335455
7,1.4,nose,Nose bridge,face,331.609375,313.078125,0.8564675450325012,32.94784580498866,23.91156462585034,21.188208616780045,441,0.9243515729904175,41.168035281104316
7,1.4,earbases,Ear bases,face,329.39490396716906,227.15904573125223,0.5229016989469528,202.76370510396976,176.19470699432893,157.21928166351606,529,0.9243515729904175,36.78835006252613
7,1.4,neck,Neck,body,360.484375,385.265625,0.6553791165351868,109.57086223984143,96.62438057482656,81.51833498513379,1009,0.9243515729904175,16.161311465387023
7,1.4,throat,Throat,body,353.265625,392.484375,0.4914203584194183,104.54454203262233,92.29736511919698,78.40652446675031,797,0.9243515729904175,36.439485654851545
7,1.4,upper_body,Upper body,body,,,,,,,0,0.9243515729904175,
7,1.4,mouth_artifact,Mouth artifact,artifact,340.0761557927249,358.9730200215758,0.6774767339229584,86.30812854442344,70.15122873345936,59.765595463138,529,0.9243515729904175,30.80930535225288
7,1.4,front_paw_artifact,Front paw artifact,artifact,365.75372015917014,554.4834538019443,0.767005205154419,,,,0,0.9243515729904175,9.036545461022286
8,1.6,eyes,Eyes,face,336.21653040901896,233.16956677879747,0.9099680781364441,123.49526813880126,89.05678233438486,74.10725552050474,317,0.8954377770423889,51.22408025943627
8,1.6,nose,Nose bridge,face,338.1484375,264.4921875,0.9068323969841005,23.22902494331066,16.657596371882086,15.612244897959183,441,0.8954377770423889,49.02400086827688
8,1.6,earbases,Ear bases,face,,,,,,,0,0.8954377770423889,
8,1.6,neck,Neck,body,353.6796875,342.1484375,0.6396369338035583,113.14667988107037,99.09217046580773,80.54806739345887,1009,0.8954377770423889,43.650837676759565
8,1.6,throat,Throat,body,,,,,,,0,0.8954377770423889,
8,1.6,upper_body,Upper body,body,,,,,,,0,0.8954377770423889,
8,1.6,mouth_artifact,Mouth artifact,artifact,331.93361969383443,312.6291365779772,0.7076851725578308,73.14177693761815,57.168241965973536,47.39886578449905,529,0.8954377770423889,47.05376102667657
8,1.6,front_paw_artifact,Front paw artifact,artifact,361.63343653124014,543.2593125968759,0.7030969262123108,,,,0,0.8954377770423889,11.956507975404074
9,1.8,eyes,Eyes,face,361.4619058286407,194.4826833895146,0.9128239750862122,140.5520504731861,106.5993690851735,89.86750788643533,317,0.9087051749229431,46.19528034825216
9,1.8,nose,Nose bridge,face,365.5390625,219.3828125,0.9518502950668336,32.65986394557823,25.17233560090703,22.85034013605442,441,0.9087051749229431,52.77406608156368
9,1.8,earbases,Ear bases,face,481.6953125,153.0078125,0.4754683673381805,202.51984877126654,181.47637051039698,168.09829867674858,529,0.9087051749229431,169.39250228089426
9,1.8,neck,Neck,body,373.8359375,318.9453125,0.7931591272354126,112.95242814667988,101.02576808721507,83.80971258671953,1009,0.9087051749229431,30.73531232683548
9,1.8,throat,Throat,body,,,,,,,0,0.9087051749229431,
9,1.8,upper_body,Upper body,body,,,,,,,0,0.9087051749229431,
9,1.8,mouth_artifact,Mouth artifact,artifact,363.11878292367794,274.12021458915245,0.6905100345611572,76.91871455576559,62.85066162570889,51.916824196597354,529,0.9087051749229431,49.552512332003644
9,1.8,front_paw_artifact,Front paw artifact,artifact,374.6404531431068,534.1426990112519,0.7371906936168671,,,,0,0.9087051749229431,15.883800691615338
10,2.0,eyes,Eyes,face,375.94286074168315,242.22244846547383,0.8902799189090729,146.30914826498423,113.2429022082019,92.17034700315457,317,0.9152117967605591,49.887706147921314
10,2.0,nose,Nose bridge,face,383.25,264.75,0.8739785552024841,36.095238095238095,27.11111111111111,24.426303854875282,441,0.9152117967605591,48.70173517226119
10,2.0,earbases,Ear bases,face,488.25,182.25,0.4778964817523956,214.36672967863893,194.84877126654064,182.55765595463137,529,0.9152117967605591,29.967807027005037
10,2.0,neck,Neck,body,390.75,362.25,0.7243300676345825,109.58771060455896,100.14667988107037,86.05649157581765,1009,0.9152117967605591,46.490660026789925
10,2.0,throat,Throat,body,,,,,,,0,0.9152117967605591,
10,2.0,upper_body,Upper body,body,,,,,,,0,0.9152117967605591,
10,2.0,mouth_artifact,Mouth artifact,artifact,380.44135651399466,310.5857362991806,0.7733457088470459,78.33459357277883,61.50850661625709,54.07750472589792,529,0.9152117967605591,40.37085371126641
10,2.0,front_paw_artifact,Front paw artifact,artifact,379.5547467867947,556.8695253213206,0.7727379202842712,,,,0,0.9152117967605591,23.252073373022444
11,2.2,eyes,Eyes,face,378.1960827237633,302.1054206110148,0.8952004611492157,146.02523659305993,111.72870662460568,90.77287066246056,317,0.9382636547088623,59.925348244996975
11,2.2,nose,Nose bridge,face,377.1328125,324.6484375,0.9147265553474426,32.19047619047619,24.07482993197279,21.68027210884354,441,0.9382636547088623,60.209989186608915
11,2.2,earbases,Ear bases,face,368.26773520130564,254.78769385154405,0.49699127674102783,208.8922495274102,185.83931947069942,166.6124763705104,529,0.9382636547088623,140.20506729617279
11,2.2,neck,Neck,body,383.5546875,408.1328125,0.677311897277832,110.47869177403369,100.77601585728443,87.57680872150644,1009,0.9382636547088623,46.44356796029793
11,2.2,throat,Throat,body,,,,,,,0,0.9382636547088623,
11,2.2,upper_body,Upper body,body,,,,,,,0,0.9382636547088623,
11,2.2,mouth_artifact,Mouth artifact,artifact,371.4839823246065,361.79147292916787,0.6360802054405212,81.5992438563327,65.22873345935727,57.05293005671078,529,0.9382636547088623,51.983285931040726
11,2.2,front_paw_artifact,Front paw artifact,artifact,381.9089109098789,584.3871125691358,0.7944188117980957,,,,0,0.9382636547088623,27.618104508809758
12,2.4,eyes,Eyes,face,374.5017605096683,314.4613697850237,0.8984030187129974,148.30599369085172,111.85173501577287,91.05047318611987,317,0.9297621846199036,12.896414098975237
12,2.4,nose,Nose bridge,face,374.3984375,336.7265625,0.9063557386398317,35.0702947845805,25.34467120181406,22.04308390022676,441,0.9297621846199036,12.383776086325609
12,2.4,earbases,Ear bases,face,469.7890625,279.4921875,0.4667251706123352,205.59047619047618,186.48761904761903,174.42285714285714,525,0.9297621846199036,104.4839313144142
12,2.4,neck,Neck,body,380.7578125,413.0390625,0.7370885610580444,113.66005946481665,104.41922695738354,90.8771060455897,1009,0.9297621846199036,5.647459502123499
12,2.4,throat,Throat,body,,,,,,,0,0.9297621846199036,
12,2.4,upper_body,Upper body,body,,,,,,,0,0.9297621846199036,
12,2.4,mouth_artifact,Mouth artifact,artifact,373.28650451150673,373.77596109557635,0.644737720489502,92.90170132325142,75.11909262759924,66.72778827977315,529,0.9297621846199036,12.119283924599367
12,2.4,front_paw_artifact,Front paw artifact,artifact,377.14307642143353,574.9210142180269,0.8088115751743317,,,,0,0.9297621846199036,10.598122303697034
13,2.6,eyes,Eyes,face,371.2204704958769,297.28125,0.9140754044055939,149.78548895899053,115.801261829653,95.41324921135647,317,0.927345335483551,17.49066550999046
13,2.6,nose,Nose bridge,face,370.09375,315.84375,0.9338855147361756,39.93877551020408,28.793650793650794,24.639455782312925,441,0.927345335483551,21.321871221419862
13,2.6,earbases,Ear bases,face,372.30115853719724,269.3586639808144,0.5197569727897644,187.03024574669186,156.3648393194707,132.69943289224952,529,0.927345335483551,98.01316094267413
13,2.6,neck,Neck,body,376.28125,396.28125,0.7747156620025635,111.17542120911794,104.0832507433102,92.09811694747275,1009,0.927345335483551,17.345428550530613
13,2.6,throat,Throat,body,376.28125,414.84375,0.5531627535820007,100.26474278544542,91.73023839397742,85.06524466750314,797,0.927345335483551,32.088325673541306
13,2.6,upper_body,Upper body,body,,,,,,,0,0.927345335483551,
13,2.6,mouth_artifact,Mouth artifact,artifact,365.77989913249763,350.2622641216692,0.724808931350708,89.80718336483932,72.74480151228734,64.62948960302458,529,0.927345335483551,24.682849707780875
13,2.6,front_paw_artifact,Front paw artifact,artifact,366.8410165086744,553.9157616745663,0.7741310000419617,,,,0,0.927345335483551,23.39557806211761
14,2.8,eyes,Eyes,face,365.96314647067646,295.9140625,0.9196999967098236,152.75078864353313,116.79179810725552,97.23028391167192,317,0.9335372447967529,5.432187180694893
14,2.8,nose,Nose bridge,face,369.3359375,312.9296875,0.8837787508964539,54.240362811791385,39.807256235827666,34.51020408163265,441,0.9335372447967529,3.010986555775781
14,2.8,earbases,Ear bases,face,,,,,,,0,0.9335372447967529,
14,2.8,neck,Neck,body,369.3359375,392.3359375,0.7408108115196228,112.7581764122894,104.28642220019822,92.42715559960357,1009,0.9335372447967529,7.987669024522266
14,2.8,throat,Throat,body,372.56105247678636,407.683157430359,0.5300181955099106,100.24341279799248,92.02007528230865,85.30614805520703,797,0.9335372447967529,8.069321877340286
14,2.8,upper_body,Upper body,body,,,,,,,0,0.9335372447967529,
14,2.8,mouth_artifact,Mouth artifact,artifact,359.8582316016441,344.5542679036601,0.6801334619522095,90.94896030245746,73.09640831758034,65.61625708884688,529,0.9335372447967529,8.224801953285638
14,2.8,front_paw_artifact,Front paw artifact,artifact,361.49086150171496,548.280941118966,0.7849535346031189,,,,0,0.9335372447967529,7.7701583827042215
15,3.0,eyes,Eyes,face,363.4352949962124,296.6171875,0.9335323870182037,147.17034700315457,114.05362776025237,95.45741324921136,317,0.9311525225639343,2.6238174179189966
15,3.0,nose,Nose bridge,face,366.3671875,313.8203125,0.954809069633484,43.59637188208617,31.988662131519273,27.8843537414966,441,0.9311525225639343,3.0994659948328196
15,3.0,earbases,Ear bases,face,359.2872051792048,267.7354393718338,0.5372118651866913,196.33459357277883,166.00756143667297,143.37051039697542,529,0.9311525225639343,13.114794704272057
15,3.0,neck,Neck,body,366.3671875,388.3671875,0.7514634132385254,113.99504459861248,104.97720515361745,91.93359762140733,1009,0.9311525225639343,4.956253940729833
15,3.0,throat,Throat,body,372.1015625,411.3046875,0.552873432636261,99.2685069008783,90.12045169385195,83.11794228356337,797,0.9311525225639343,3.6505631187641376
15,3.0,upper_body,Upper body,body,,,,,,,0,0.9311525225639343,
15,3.0,mouth_artifact,Mouth artifact,artifact,363.1903257610621,349.0557872941789,0.6789200603961945,94.35916824196597,76.85822306238185,67.64083175803403,529,0.9311525225639343,5.600582854529035
15,3.0,front_paw_artifact,Front paw artifact,artifact,358.6054273405378,543.1153313247107,0.8088931739330292,,,,0,0.9311525225639343,5.916861908562174
16,3.2,eyes,Eyes,face,358.28143822587543,299.9453125,0.914436012506485,152.5173501577287,116.38801261829653,95.81703470031546,317,0.9402205348014832,6.135035095643158
16,3.2,nose,Nose bridge,face,361.8125,316.7734375,0.8733551502227783,62.12471655328798,47.00907029478458,41.662131519274375,441,0.9402205348014832,5.428270948311373
16,3.2,earbases,Ear bases,face,271.8125,277.5078125,0.4666064083576202,189.34026465028356,168.80907372400756,155.41776937618147,529,0.9402205348014832,88.0188804901818
16,3.2,neck,Neck,body,361.8125,389.6953125,0.779454231262207,115.2775024777007,105.1209117938553,92.04856293359762,1009,0.9402205348014832,4.744375010291793
16,3.2,throat,Throat,body,367.4375,406.5234375,0.5218654870986938,99.44542032622334,91.24843161856964,84.03262233375156,797,0.9402205348014832,6.679358544531522
16,3.2,upper_body,Upper body,body,,,,,,,0,0.9402205348014832,
16,3.2,mouth_artifact,Mouth artifact,artifact,354.0058969802113,351.94551851622066,0.6888415813446045,92.49716446124764,74.76937618147448,66.31001890359168,529,0.9402205348014832,9.628306110950374
16,3.2,front_paw_artifact,Front paw artifact,artifact,353.4245012235807,546.753111193316,0.7731530368328094,,,,0,0.9402205348014832,6.330516392980772
17,3.4,eyes,Eyes,face,349.5553959555406,307.328125,0.9249165654182434,146.38170347003154,113.07570977917982,93.57097791798107,317,0.9237667918205261,11.430211464090547
17,3.4,nose,Nose bridge,face,352.828125,324.296875,0.941059708595276,52.25850340136054,38.96825396825397,34.34467120181406,441,0.9237667918205261,11.718408849200955
17,3.4,earbases,Ear bases,face,344.13094122661687,282.1790933773383,0.515695109963417,192.2117202268431,158.6086956521739,135.07372400756142,529,0.9237667918205261,72.46915072279117
17,3.4,neck,Neck,body,358.484375,397.828125,0.6945277452468872,110.68979187314173,102.48364717542121,90.1595639246779,1009,0.9237667918205261,8.787437349749997
17,3.4,throat,Throat,body,,,,,,,0,0.9237667918205261,
17,3.4,upper_body,Upper body,body,,,,,,,0,0.9237667918205261,
17,3.4,mouth_artifact,Mouth artifact,artifact,343.8053040826007,357.89404878860654,0.6374532580375671,94.91682419659735,77.1531190926276,67.83364839319471,529,0.9237667918205261,11.808349074458922
17,3.4,front_paw_artifact,Front paw artifact,artifact,353.8662584874533,550.4524992284133,0.8053255081176758,,,,0,0.9237667918205261,3.725670585868424
18,3.6,eyes,Eyes,face,351.6912339242068,310.8203125,0.8769294619560242,125.35015772870662,96.29022082018928,81.87381703470031,317,0.9295916557312012,4.093553146540615
18,3.6,nose,Nose bridge,face,351.7578125,322.4765625,0.932421326637268,53.78684807256236,39.27437641723356,34.7687074829932,441,0.9295916557312012,2.1116596423932763
18,3.6,earbases,Ear bases,face,362.7636056652523,278.48659980464646,0.5796893239021301,187.76748582230624,157.6351606805293,136.97542533081287,529,0.9295916557312012,18.995017580069803
18,3.6,neck,Neck,body,357.5859375,398.2421875,0.8089962005615234,109.9583746283449,101.33201189296334,90.06937561942517,1009,0.9295916557312012,0.9892611865996259
18,3.6,throat,Throat,body,,,,,,,0,0.9295916557312012,
18,3.6,upper_body,Upper body,body,,,,,,,0,0.9295916557312012,
18,3.6,mouth_artifact,Mouth artifact,artifact,346.326345786161,354.4720423991759,0.6506679654121399,90.61625708884688,72.648393194707,64.7296786389414,529,0.9295916557312012,4.2503857472463045
18,3.6,front_paw_artifact,Front paw artifact,artifact,352.78138670170665,549.6710800798294,0.8079173564910889,,,,0,0.9295916557312012,1.3369976354813817
19,3.8,eyes,Eyes,face,349.949954097853,307.5705389930105,0.91042160987854,137.45425867507888,104.83280757097792,87.25552050473186,317,0.932036817073822,3.6868798841836226
19,3.8,nose,Nose bridge,face,349.1875,322.3125,0.9079189896583556,49.34013605442177,35.750566893424036,31.378684807256235,441,0.932036817073822,2.57554321485051
19,3.8,earbases,Ear bases,face,361.40413936829475,266.48205233198865,0.47631518542766565,201.94328922495274,175.37996219281663,157.45179584120984,529,0.932036817073822,12.081279263217883
19,3.8,neck,Neck,body,355.0625,392.8125,0.7024739384651184,114.69871159563925,103.8414271555996,91.10604558969277,1009,0.932036817073822,5.9874237501668865
19,3.8,throat,Throat,body,,,,,,,0,0.932036817073822,
19,3.8,upper_body,Upper body,body,,,,,,,0,0.932036817073822,
19,3.8,mouth_artifact,Mouth artifact,artifact,345.3595551426903,358.89154986821154,0.6727860569953918,98.5406427221172,80.01323251417769,69.70132325141778,529,0.932036817073822,4.524017066409493
19,3.8,front_paw_artifact,Front paw artifact,artifact,352.20405730157364,548.4962353665917,0.8097882568836212,,,,0,0.932036817073822,1.309033741536287
20,4.0,eyes,Eyes,face,353.4750975552735,311.14641463496093,0.8930614292621613,141.45110410094637,105.89905362776025,87.15457413249212,317,0.9237784147262573,5.021306901802504
20,4.0,nose,Nose bridge,face,352.8046875,328.6328125,0.9283462166786194,36.85487528344671,25.947845804988663,22.72108843537415,441,0.9237784147262573,7.28219716210791
20,4.0,earbases,Ear bases,face,372.74921681601376,275.62766218029526,0.5340335071086884,174.47826086956522,142.48771266540643,120.85822306238185,529,0.9237784147262573,14.572335495458
20,4.0,neck,Neck,body,364.3984375,398.1953125,0.6959820985794067,110.38057482656095,100.51536174430129,87.69375619425173,1009,0.9237784147262573,10.776567144228375
20,4.0,throat,Throat,body,,,,,,,0,0.9237784147262573,
20,4.0,upper_body,Upper body,body,,,,,,,0,0.9237784147262573,
20,4.0,mouth_artifact,Mouth artifact,artifact,349.0932744696308,360.36209699942617,0.629690945148468,93.46313799621929,74.20604914933837,65.29489603024575,529,0.9237784147262573,4.012875387735409
20,4.0,front_paw_artifact,Front paw artifact,artifact,362.70028034507465,548.7997500861834,0.8117901980876923,,,,0,0.9237784147262573,10.500610428157513
21,4.2,eyes,Eyes,face,345.9218575450194,321.4250011636654,0.8882522284984589,140.77602523659306,104.71608832807571,85.22397476340694,317,0.9192578196525574,12.755421423087851
21,4.2,nose,Nose bridge,face,347.8984375,341.5546875,0.871925950050354,39.59863945578231,28.75283446712018,25.20861678004535,441,0.9192578196525574,13.821944240161187
21,4.2,earbases,Ear bases,face,348.114140555112,286.5808845878852,0.5100831687450409,193.6578449905482,163.28166351606805,141.5500945179584,529,0.9192578196525574,26.96034242161208
21,4.2,neck,Neck,body,359.3671875,404.6328125,0.7176836133003235,114.43904856293359,101.21209117938552,85.77403369672943,1009,0.9192578196525574,8.170366136991658
21,4.2,throat,Throat,body,365.1015625,421.8359375,0.4727727472782135,98.18820577164367,89.14178168130489,80.33249686323714,797,0.9192578196525574,15.489650101080601
21,4.2,upper_body,Upper body,body,,,,,,,0,0.9192578196525574,
21,4.2,mouth_artifact,Mouth artifact,artifact,337.0678765079509,371.24819648486834,0.6468208432197571,90.86200378071834,71.94706994328922,63.2703213610586,529,0.9192578196525574,16.22089264324619
21,4.2,front_paw_artifact,Front paw artifact,artifact,358.0742710800508,565.0584193626042,0.7700956165790558,,,,0,0.9192578196525574,16.903972561505118
22,4.4,eyes,Eyes,face,324.01468708543746,318.8605417219417,0.8566426038742065,144.85173501577287,106.92744479495268,87.75394321766562,317,0.8831710815429688,22.056757916190357
22,4.4,nose,Nose bridge,face,321.4375,336.4375,0.8997523784637451,53.40816326530612,39.54648526077097,34.11791383219955,441,0.8831710815429688,26.951193318461105
22,4.4,earbases,Ear bases,face,421.3125,283.5625,0.5220504403114319,189.58601134215502,166.36862003780718,152.4499054820416,529,0.8831710815429688,73.26056559257107
22,4.4,neck,Neck,body,350.8125,401.0625,0.68971186876297,117.50644202180376,102.21308225966304,85.70267591674926,1009,0.8831710815429688,9.269833308658388
22,4.4,throat,Throat,body,,,,,,,0,0.8831710815429688,
22,4.4,upper_body,Upper body,body,,,,,,,0,0.8831710815429688,
22,4.4,mouth_artifact,Mouth artifact,artifact,316.3585532249758,373.0204031797915,0.6975122094154358,92.23629489603024,73.3742911153119,63.72022684310019,529,0.8831710815429688,20.78501352918264
22,4.4,front_paw_artifact,Front paw artifact,artifact,344.7096117563236,571.4375,0.7758317589759827,,,,0,0.8831710815429688,14.809010386169787
23,4.6,eyes,Eyes,face,320.6685082157009,315.67646937703563,0.8766544759273529,140.40694006309147,104.52681388012618,85.64668769716089,317,0.8863111734390259,4.6190074394686595
23,4.6,nose,Nose bridge,face,320.078125,336.6640625,0.9009471535682678,37.40589569160998,28.35374149659864,24.285714285714285,441,0.8863111734390259,1.3781258857706904
23,4.6,earbases,Ear bases,face,319.50636295153504,283.494773882146,0.5276153087615967,194.80529300567107,162.39508506616258,140.69943289224952,529,0.8863111734390259,101.80615957572444
23,4.6,neck,Neck,body,343.953125,396.5078125,0.7474202513694763,120.52428146679881,105.71258671952428,88.89098116947473,1009,0.8863111734390259,8.233845007849082
23,4.6,throat,Throat,body,,,,,,,0,0.8863111734390259,
23,4.6,upper_body,Upper body,body,,,,,,,0,0.8863111734390259,
23,4.6,mouth_artifact,Mouth artifact,artifact,315.27608603121416,367.82486567167797,0.7557763457298279,93.14933837429112,74.89981096408317,64.62948960302458,529,0.8863111734390259,5.307103279924459
23,4.6,front_paw_artifact,Front paw artifact,artifact,345.60658975629093,560.73075371827,0.7425007522106171,,,,0,0.8863111734390259,10.744253602450254
