video,window_index,window_start_sec,window_end_sec,roi_id,roi_label,roi_kind,method,preprocess,peak_rank,peak_bpm,bpm_min,bpm_max,bpm_target,target_abs_error,range_error,within_range,snr,total_power_ratio,spectral_entropy,h2_ratio,half_ratio,valid_fraction,box_motion,roi_motion,color_cv,motion_coherence,bg_motion_coherence,box_motion_coherence,motion_peak_bpm,bg_motion_peak_bpm,box_motion_peak_bpm,bg_motion_global_peak_bpm,box_motion_global_peak_bpm,artifact_100bpm,quality_score,artifact_state,keypoint_source,motion_aware_score,pet_state_keypoint_score
3.mp4,12,60.0,79.933,lower_face,Lower face,face,chrom,raw,1,100.635,190.0,230.0,210.0,109.365,89.365,False,66.43,0.033523,0.794465,0.004582,0.025605,0.2449,0.0,0.023573,0.202348,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,6.084155,100bpm_artifact,,4.042717,3.392717
3.mp4,12,60.0,79.933,lower_face,Lower face,face,chrom,raw,2,94.482,190.0,230.0,210.0,115.518,95.518,False,39.507,0.019937,0.794465,0.003725,0.043055,0.2449,0.0,0.023573,0.202348,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.007681,mouth_panting_motion,,4.866243,4.516243
3.mp4,12,60.0,79.933,lower_face,Lower face,face,chrom,bg_motion_residual,1,100.635,190.0,230.0,210.0,109.365,89.365,False,57.555,0.030388,0.803934,0.000549,0.034952,0.2449,0.0,0.023573,0.202348,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.858106,100bpm_artifact,,4.066668,3.416668
3.mp4,12,60.0,79.933,lower_face,Lower face,face,chrom,bg_motion_residual,2,94.482,190.0,230.0,210.0,115.518,95.518,False,40.851,0.021568,0.803934,0.002261,0.049244,0.2449,0.0,0.023573,0.202348,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.073802,mouth_panting_motion,,5.182364,4.832364
3.mp4,12,60.0,79.933,left_eye_proxy,Left eye proxy,keypoint,green,raw,1,101.514,190.0,230.0,210.0,108.486,88.486,False,37.91,0.032373,0.826022,0.01572,0.237654,0.2309,0.0,0.021042,0.129138,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.399575,100bpm_artifact,face_box_pseudo_keypoint,3.373321,2.883321
3.mp4,12,60.0,79.933,left_eye_proxy,Left eye proxy,keypoint,green,raw,2,95.801,190.0,230.0,210.0,114.199,94.199,False,27.635,0.023599,0.826022,0.014073,0.326016,0.2309,0.0,0.021042,0.129138,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,True,4.644175,100bpm_artifact,face_box_pseudo_keypoint,3.967921,3.477921
3.mp4,12,60.0,79.933,left_eye_proxy,Left eye proxy,keypoint,green,bg_motion_residual,1,101.514,190.0,230.0,210.0,108.486,88.486,False,27.88,0.025201,0.839174,0.008106,0.375545,0.2309,0.0,0.021042,0.129138,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.886163,100bpm_artifact,face_box_pseudo_keypoint,3.109909,2.619909
3.mp4,12,60.0,79.933,left_eye_proxy,Left eye proxy,keypoint,green,bg_motion_residual,2,95.801,190.0,230.0,210.0,114.199,94.199,False,26.612,0.024055,0.839174,0.034256,0.39344,0.2309,0.0,0.021042,0.129138,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,True,4.592895,100bpm_artifact,face_box_pseudo_keypoint,4.166642,3.676642
3.mp4,12,60.0,79.933,left_eye_proxy,Left eye proxy,keypoint,chrom,raw,1,85.693,190.0,230.0,210.0,124.307,104.307,False,44.305,0.025484,0.817271,0.004827,0.134248,0.2309,0.0,0.021042,0.129138,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.435908,stable_low_motion,face_box_pseudo_keypoint,5.309654,5.669654
3.mp4,12,60.0,79.933,left_eye_proxy,Left eye proxy,keypoint,chrom,raw,2,91.846,190.0,230.0,210.0,118.154,98.154,False,41.027,0.023598,0.817271,0.007144,0.144977,0.2309,0.0,0.021042,0.129138,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.089156,stable_low_motion,face_box_pseudo_keypoint,4.962902,5.322902
3.mp4,12,60.0,79.933,left_eye_proxy,Left eye proxy,keypoint,chrom,bg_motion_residual,1,86.133,190.0,230.0,210.0,123.867,103.867,False,39.026,0.02578,0.824828,0.019619,0.112993,0.2309,0.0,0.021042,0.129138,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.310224,stable_low_motion,face_box_pseudo_keypoint,5.43397,5.79397
3.mp4,12,60.0,79.933,left_eye_proxy,Left eye proxy,keypoint,chrom,bg_motion_residual,2,97.119,190.0,230.0,210.0,112.881,92.881,False,31.622,0.020889,0.824828,0.017955,0.13945,0.2309,0.0,0.021042,0.129138,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.745419,100bpm_artifact,face_box_pseudo_keypoint,2.969165,2.479165
3.mp4,12,60.0,79.933,right_eye_proxy,Right eye proxy,keypoint,green,raw,1,95.361,190.0,230.0,210.0,114.639,94.639,False,66.754,0.041225,0.797835,0.016497,0.107564,0.2091,0.0,0.017039,0.12168,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,True,6.187833,100bpm_artifact,face_box_pseudo_keypoint,5.535599,5.045599
3.mp4,12,60.0,79.933,right_eye_proxy,Right eye proxy,keypoint,green,raw,2,90.088,190.0,230.0,210.0,119.912,99.912,False,28.735,0.017746,0.797835,0.001621,0.249876,0.2091,0.0,0.017039,0.12168,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.553339,stable_low_motion,face_box_pseudo_keypoint,4.451105,4.811105
3.mp4,12,60.0,79.933,right_eye_proxy,Right eye proxy,keypoint,green,bg_motion_residual,1,95.361,190.0,230.0,210.0,114.639,94.639,False,61.275,0.038983,0.802797,0.008424,0.125007,0.2091,0.0,0.017039,0.12168,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,True,6.050295,100bpm_artifact,face_box_pseudo_keypoint,5.648061,5.158061
3.mp4,12,60.0,79.933,right_eye_proxy,Right eye proxy,keypoint,green,bg_motion_residual,2,90.088,190.0,230.0,210.0,119.912,99.912,False,26.751,0.017019,0.802797,0.00545,0.286335,0.2091,0.0,0.017039,0.12168,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.446266,stable_low_motion,face_box_pseudo_keypoint,4.594032,4.954032
3.mp4,12,60.0,79.933,right_eye_proxy,Right eye proxy,keypoint,chrom,raw,1,99.756,190.0,230.0,210.0,110.244,90.244,False,29.43,0.025712,0.837853,0.032479,0.458993,0.2091,0.0,0.017039,0.12168,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.930643,100bpm_artifact,face_box_pseudo_keypoint,2.928409,2.438409
3.mp4,12,60.0,79.933,right_eye_proxy,Right eye proxy,keypoint,chrom,raw,2,83.057,190.0,230.0,210.0,126.943,106.943,False,23.117,0.020196,0.837853,0.038978,0.584348,0.2091,0.0,0.017039,0.12168,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.30263,stable_low_motion,face_box_pseudo_keypoint,4.200396,4.560396
3.mp4,12,60.0,79.933,right_eye_proxy,Right eye proxy,keypoint,chrom,bg_motion_residual,1,100.195,190.0,230.0,210.0,109.805,89.805,False,21.334,0.025603,0.861885,0.027682,0.676702,0.2091,0.0,0.017039,0.12168,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.533073,100bpm_artifact,face_box_pseudo_keypoint,2.780838,2.290838
3.mp4,12,60.0,79.933,right_eye_proxy,Right eye proxy,keypoint,chrom,bg_motion_residual,2,81.738,190.0,230.0,210.0,128.262,108.262,False,17.804,0.021366,0.861885,0.056317,0.810874,0.2091,0.0,0.017039,0.12168,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.006306,stable_low_motion,face_box_pseudo_keypoint,4.154072,4.514072
3.mp4,12,60.0,79.933,nose_bridge_proxy,Nose bridge proxy,keypoint,green,raw,1,100.195,190.0,230.0,210.0,109.805,89.805,False,66.625,0.037166,0.815178,0.010915,0.01728,0.2365,0.0,0.016837,0.151732,0.0,0.0,1.0,215.332,214.893,100.195,214.893,100.195,True,6.126927,100bpm_artifact,face_box_pseudo_keypoint,4.125907,3.635907
3.mp4,12,60.0,79.933,nose_bridge_proxy,Nose bridge proxy,keypoint,green,raw,2,106.348,190.0,230.0,210.0,103.652,83.652,False,26.957,0.015038,0.815178,0.037334,0.042708,0.2365,0.0,0.016837,0.151732,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,4.441871,stable_low_motion,face_box_pseudo_keypoint,4.340851,4.700851
3.mp4,12,60.0,79.933,nose_bridge_proxy,Nose bridge proxy,keypoint,green,bg_motion_residual,1,100.195,190.0,230.0,210.0,109.805,89.805,False,71.438,0.039233,0.80671,0.003416,0.017932,0.2365,0.0,0.016837,0.151732,0.0,0.0,1.0,215.332,214.893,100.195,214.893,100.195,True,6.244543,100bpm_artifact,face_box_pseudo_keypoint,4.493523,4.003523
3.mp4,12,60.0,79.933,nose_bridge_proxy,Nose bridge proxy,keypoint,green,bg_motion_residual,2,106.348,190.0,230.0,210.0,103.652,83.652,False,25.812,0.014176,0.80671,0.03771,0.049628,0.2365,0.0,0.016837,0.151732,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,4.377598,stable_low_motion,face_box_pseudo_keypoint,4.526577,4.886577
3.mp4,12,60.0,79.933,nose_bridge_proxy,Nose bridge proxy,keypoint,chrom,raw,1,101.953,190.0,230.0,210.0,108.047,88.047,False,41.025,0.026896,0.834605,0.008347,0.034095,0.2365,0.0,0.016837,0.151732,0.0,0.0,1.0,215.332,214.893,100.195,214.893,100.195,True,5.390869,100bpm_artifact,face_box_pseudo_keypoint,3.389849,2.899849
3.mp4,12,60.0,79.933,nose_bridge_proxy,Nose bridge proxy,keypoint,chrom,raw,2,112.5,190.0,230.0,210.0,97.5,77.5,False,22.169,0.014534,0.834605,0.001258,0.063094,0.2365,0.0,0.016837,0.151732,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,4.192173,stable_low_motion,face_box_pseudo_keypoint,4.091153,4.451153
3.mp4,12,60.0,79.933,nose_bridge_proxy,Nose bridge proxy,keypoint,chrom,bg_motion_residual,1,101.953,190.0,230.0,210.0,108.047,88.047,False,46.52,0.029737,0.828454,0.004173,0.023928,0.2365,0.0,0.016837,0.151732,0.0,0.0,1.0,215.332,214.893,100.195,214.893,100.195,True,5.591636,100bpm_artifact,face_box_pseudo_keypoint,3.840616,3.350616
3.mp4,12,60.0,79.933,nose_bridge_proxy,Nose bridge proxy,keypoint,chrom,bg_motion_residual,2,83.936,190.0,230.0,210.0,126.064,106.064,False,23.562,0.015062,0.828454,0.018226,0.047242,0.2365,0.0,0.016837,0.151732,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,4.285512,stable_low_motion,face_box_pseudo_keypoint,4.434492,4.794492
3.mp4,12,60.0,79.933,muzzle_proxy,Muzzle proxy,keypoint,green,raw,1,105.469,190.0,230.0,210.0,104.531,84.531,False,40.788,0.028437,0.831876,0.030056,0.132815,0.2475,0.0,0.0245,0.215687,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,5.416844,mouth_panting_motion,face_box_pseudo_keypoint,5.269843,5.079843
3.mp4,12,60.0,79.933,muzzle_proxy,Muzzle proxy,keypoint,green,raw,2,83.057,190.0,230.0,210.0,126.943,106.943,False,22.033,0.015361,0.831876,0.033821,0.245877,0.2475,0.0,0.0245,0.215687,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,4.198344,mouth_panting_motion,face_box_pseudo_keypoint,4.051343,3.861343
3.mp4,12,60.0,79.933,muzzle_proxy,Muzzle proxy,keypoint,green,bg_motion_residual,1,105.469,190.0,230.0,210.0,104.531,84.531,False,37.684,0.025487,0.835199,0.033473,0.14409,0.2475,0.0,0.0245,0.215687,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,5.262426,mouth_panting_motion,face_box_pseudo_keypoint,5.365425,5.175425
3.mp4,12,60.0,79.933,muzzle_proxy,Muzzle proxy,keypoint,green,bg_motion_residual,2,83.057,190.0,230.0,210.0,126.943,106.943,False,24.051,0.016267,0.835199,0.013111,0.225764,0.2475,0.0,0.0245,0.215687,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,4.311689,mouth_panting_motion,face_box_pseudo_keypoint,4.414688,4.224688
3.mp4,12,60.0,79.933,muzzle_proxy,Muzzle proxy,keypoint,chrom,raw,1,101.514,190.0,230.0,210.0,108.486,88.486,False,74.857,0.032444,0.786384,0.00013,0.022748,0.2475,0.0,0.0245,0.215687,0.0,0.0,1.0,215.332,214.893,100.195,214.893,100.195,True,6.197879,100bpm_artifact,face_box_pseudo_keypoint,4.150878,3.660878
3.mp4,12,60.0,79.933,muzzle_proxy,Muzzle proxy,keypoint,chrom,raw,2,94.482,190.0,230.0,210.0,115.518,95.518,False,46.797,0.020282,0.786384,0.004432,0.036388,0.2475,0.0,0.0245,0.215687,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,5.204316,mouth_panting_motion,face_box_pseudo_keypoint,5.057315,4.867315
3.mp4,12,60.0,79.933,muzzle_proxy,Muzzle proxy,keypoint,chrom,bg_motion_residual,1,101.074,190.0,230.0,210.0,108.926,88.926,False,50.358,0.025458,0.811341,0.00043,0.071207,0.2475,0.0,0.0245,0.215687,0.0,0.0,1.0,215.332,214.893,100.195,214.893,100.195,True,5.595628,100bpm_artifact,face_box_pseudo_keypoint,3.798628,3.308628
3.mp4,12,60.0,79.933,muzzle_proxy,Muzzle proxy,keypoint,chrom,bg_motion_residual,2,94.043,190.0,230.0,210.0,115.957,95.957,False,45.957,0.023234,0.811341,0.000414,0.078025,0.2475,0.0,0.0245,0.215687,0.0,0.0,0.0,215.332,214.893,100.195,214.893,100.195,False,5.225271,mouth_panting_motion,face_box_pseudo_keypoint,5.32827,5.13827
3.mp4,12,60.0,79.933,mouth_proxy,Mouth proxy,keypoint,green,raw,1,85.693,190.0,230.0,210.0,124.307,104.307,False,33.322,0.024325,0.838805,0.01969,0.170639,0.2405,0.0,0.021384,0.272086,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.091913,mouth_panting_motion,face_box_pseudo_keypoint,4.963608,4.613608
3.mp4,12,60.0,79.933,mouth_proxy,Mouth proxy,keypoint,green,raw,2,110.742,190.0,230.0,210.0,99.258,79.258,False,24.71,0.018038,0.838805,0.00842,0.230115,0.2405,0.0,0.021384,0.272086,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.383635,mouth_panting_motion,face_box_pseudo_keypoint,4.255331,3.905331
3.mp4,12,60.0,79.933,mouth_proxy,Mouth proxy,keypoint,green,bg_motion_residual,1,85.693,190.0,230.0,210.0,124.307,104.307,False,32.013,0.023891,0.840432,0.018588,0.167702,0.2405,0.0,0.021384,0.272086,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.038542,mouth_panting_motion,face_box_pseudo_keypoint,5.160238,4.810238
3.mp4,12,60.0,79.933,mouth_proxy,Mouth proxy,keypoint,green,bg_motion_residual,2,110.742,190.0,230.0,210.0,99.258,79.258,False,24.761,0.018479,0.840432,0.008927,0.216818,0.2405,0.0,0.021384,0.272086,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.399443,mouth_panting_motion,face_box_pseudo_keypoint,4.521138,4.171138
3.mp4,12,60.0,79.933,mouth_proxy,Mouth proxy,keypoint,chrom,raw,1,97.998,190.0,230.0,210.0,112.002,92.002,False,41.211,0.022959,0.81908,0.020784,0.19572,0.2405,0.0,0.021384,0.272086,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.294994,100bpm_artifact,face_box_pseudo_keypoint,3.26669,2.61669
3.mp4,12,60.0,79.933,mouth_proxy,Mouth proxy,keypoint,chrom,raw,2,93.164,190.0,230.0,210.0,116.836,96.836,False,36.452,0.020308,0.81908,0.048468,0.221272,0.2405,0.0,0.021384,0.272086,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.879055,mouth_panting_motion,face_box_pseudo_keypoint,4.750751,4.400751
3.mp4,12,60.0,79.933,mouth_proxy,Mouth proxy,keypoint,chrom,bg_motion_residual,1,97.559,190.0,230.0,210.0,112.441,92.441,False,40.944,0.024643,0.817939,0.014984,0.173297,0.2405,0.0,0.021384,0.272086,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.334991,100bpm_artifact,face_box_pseudo_keypoint,3.556686,2.906686
3.mp4,12,60.0,79.933,mouth_proxy,Mouth proxy,keypoint,chrom,bg_motion_residual,2,126.123,190.0,230.0,210.0,83.877,63.877,False,16.943,0.010197,0.817939,7.9e-05,0.418788,0.2405,0.0,0.021384,0.272086,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,3.717602,mouth_panting_motion,face_box_pseudo_keypoint,3.839297,3.489297
3.mp4,12,60.0,79.933,left_ear_base_proxy,Left ear base proxy,keypoint,green,raw,1,101.074,190.0,230.0,210.0,108.926,88.926,False,34.494,0.030363,0.853194,0.014939,0.012671,0.2604,0.0,0.015619,0.137814,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.287336,100bpm_artifact,face_box_pseudo_keypoint,3.293622,2.803622
3.mp4,12,60.0,79.933,left_ear_base_proxy,Left ear base proxy,keypoint,green,raw,2,94.922,190.0,230.0,210.0,115.078,95.078,False,18.625,0.016395,0.853194,0.002646,0.023468,0.2604,0.0,0.015619,0.137814,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.079718,stable_low_motion,face_box_pseudo_keypoint,3.986005,4.346005
3.mp4,12,60.0,79.933,left_ear_base_proxy,Left ear base proxy,keypoint,green,bg_motion_residual,1,101.074,190.0,230.0,210.0,108.926,88.926,False,33.101,0.029688,0.861773,0.002331,0.021363,0.2604,0.0,0.015619,0.137814,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.216152,100bpm_artifact,face_box_pseudo_keypoint,3.472439,2.982439
3.mp4,12,60.0,79.933,left_ear_base_proxy,Left ear base proxy,keypoint,green,bg_motion_residual,2,95.361,190.0,230.0,210.0,114.639,94.639,False,18.072,0.016208,0.861773,0.006482,0.039129,0.2604,0.0,0.015619,0.137814,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,True,4.030887,100bpm_artifact,face_box_pseudo_keypoint,3.637174,3.147174
3.mp4,12,60.0,79.933,left_ear_base_proxy,Left ear base proxy,keypoint,chrom,raw,1,90.967,190.0,230.0,210.0,119.033,99.033,False,77.459,0.036177,0.784798,0.021226,0.082799,0.2604,0.0,0.015619,0.137814,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,6.308721,stable_low_motion,face_box_pseudo_keypoint,6.215008,6.575008
3.mp4,12,60.0,79.933,left_ear_base_proxy,Left ear base proxy,keypoint,chrom,raw,2,98.438,190.0,230.0,210.0,111.562,91.562,False,46.399,0.02167,0.784798,0.009906,0.138225,0.2604,0.0,0.015619,0.137814,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.226761,100bpm_artifact,face_box_pseudo_keypoint,3.233048,2.743048
3.mp4,12,60.0,79.933,left_ear_base_proxy,Left ear base proxy,keypoint,chrom,bg_motion_residual,1,101.074,190.0,230.0,210.0,108.926,88.926,False,21.893,0.020558,0.870604,0.003893,0.155719,0.2604,0.0,0.015619,0.137814,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.540612,100bpm_artifact,face_box_pseudo_keypoint,2.796899,2.306899
3.mp4,12,60.0,79.933,left_ear_base_proxy,Left ear base proxy,keypoint,chrom,bg_motion_residual,2,90.088,190.0,230.0,210.0,119.912,99.912,False,14.562,0.013674,0.870604,0.030245,0.234113,0.2604,0.0,0.015619,0.137814,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,3.689511,stable_low_motion,face_box_pseudo_keypoint,3.845798,4.205798
3.mp4,12,60.0,79.933,right_ear_base_proxy,Right ear base proxy,keypoint,green,raw,1,91.406,190.0,230.0,210.0,118.594,98.594,False,37.447,0.02637,0.818266,0.028359,0.063518,0.236,0.0,0.011268,0.144764,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.304036,stable_low_motion,face_box_pseudo_keypoint,5.236426,5.596426
3.mp4,12,60.0,79.933,right_ear_base_proxy,Right ear base proxy,keypoint,green,raw,2,108.545,190.0,230.0,210.0,101.455,81.455,False,36.788,0.025906,0.818266,0.006217,0.064656,0.236,0.0,0.011268,0.144764,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.050335,stable_low_motion,face_box_pseudo_keypoint,4.982726,5.342726
3.mp4,12,60.0,79.933,right_ear_base_proxy,Right ear base proxy,keypoint,green,bg_motion_residual,1,108.545,190.0,230.0,210.0,101.455,81.455,False,26.399,0.027368,0.844213,0.002105,0.082195,0.236,0.0,0.011268,0.144764,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.930287,stable_low_motion,face_box_pseudo_keypoint,5.112677,5.472677
3.mp4,12,60.0,79.933,right_ear_base_proxy,Right ear base proxy,keypoint,green,bg_motion_residual,2,91.406,190.0,230.0,210.0,118.594,98.594,False,22.126,0.022938,0.844213,0.045359,0.098072,0.236,0.0,0.011268,0.144764,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.430794,stable_low_motion,face_box_pseudo_keypoint,4.613184,4.973184
3.mp4,12,60.0,79.933,right_ear_base_proxy,Right ear base proxy,keypoint,chrom,raw,1,93.164,190.0,230.0,210.0,116.836,96.836,False,54.308,0.034814,0.780946,0.038232,0.011965,0.236,0.0,0.011268,0.144764,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.921219,stable_low_motion,face_box_pseudo_keypoint,5.853609,6.213609
3.mp4,12,60.0,79.933,right_ear_base_proxy,Right ear base proxy,keypoint,chrom,raw,2,97.559,190.0,230.0,210.0,112.441,92.441,False,37.74,0.024193,0.780946,0.008578,0.017217,0.236,0.0,0.011268,0.144764,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.090571,100bpm_artifact,face_box_pseudo_keypoint,3.122961,2.632961
3.mp4,12,60.0,79.933,right_ear_base_proxy,Right ear base proxy,keypoint,chrom,bg_motion_residual,1,93.604,190.0,230.0,210.0,116.396,96.396,False,52.382,0.032383,0.786521,0.021696,0.023606,0.236,0.0,0.011268,0.144764,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.824224,stable_low_motion,face_box_pseudo_keypoint,6.006614,6.366614
3.mp4,12,60.0,79.933,right_ear_base_proxy,Right ear base proxy,keypoint,chrom,bg_motion_residual,2,97.119,190.0,230.0,210.0,112.881,92.881,False,44.565,0.02755,0.786521,0.004758,0.027747,0.236,0.0,0.011268,0.144764,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.330928,100bpm_artifact,face_box_pseudo_keypoint,3.613318,3.123318
3.mp4,12,60.0,79.933,neck_chest,Neck/chest proxy,body,green,raw,1,91.846,190.0,230.0,210.0,118.154,98.154,False,57.424,0.032451,0.80207,0.001749,0.266422,0.2372,0.0,0.008463,0.096781,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.854,stable_low_motion,,5.923222,6.123222
3.mp4,12,60.0,79.933,neck_chest,Neck/chest proxy,body,green,raw,2,103.271,190.0,230.0,210.0,106.729,86.729,False,32.423,0.018323,0.80207,0.006609,0.471857,0.2372,0.0,0.008463,0.096781,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.667612,100bpm_artifact,,2.836834,2.186834
3.mp4,12,60.0,79.933,neck_chest,Neck/chest proxy,body,green,bg_motion_residual,1,91.406,190.0,230.0,210.0,118.594,98.594,False,63.307,0.032231,0.80732,0.003399,0.227947,0.2372,0.0,0.008463,0.096781,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,5.951015,stable_low_motion,,6.270237,6.470237
3.mp4,12,60.0,79.933,neck_chest,Neck/chest proxy,body,green,bg_motion_residual,2,103.271,190.0,230.0,210.0,106.729,86.729,False,37.765,0.019227,0.80732,0.008492,0.382115,0.2372,0.0,0.008463,0.096781,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.859973,100bpm_artifact,,3.279195,2.629195
3.mp4,12,60.0,79.933,neck_chest,Neck/chest proxy,body,chrom,raw,1,94.922,190.0,230.0,210.0,115.078,95.078,False,34.743,0.01896,0.822374,0.02888,0.299427,0.2372,0.0,0.008463,0.096781,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.987095,stable_low_motion,,5.056316,5.256316
3.mp4,12,60.0,79.933,neck_chest,Neck/chest proxy,body,chrom,raw,2,100.195,190.0,230.0,210.0,109.805,89.805,False,32.633,0.017809,0.822374,0.021811,0.31878,0.2372,0.0,0.008463,0.096781,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.663836,100bpm_artifact,,2.833057,2.183057
3.mp4,12,60.0,79.933,neck_chest,Neck/chest proxy,body,chrom,bg_motion_residual,1,94.922,190.0,230.0,210.0,115.078,95.078,False,28.919,0.022069,0.843535,0.019542,0.34804,0.2372,0.0,0.008463,0.096781,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.84995,stable_low_motion,,5.169171,5.369171
3.mp4,12,60.0,79.933,neck_chest,Neck/chest proxy,body,chrom,bg_motion_residual,2,88.77,190.0,230.0,210.0,121.23,101.23,False,24.392,0.018614,0.843535,0.070668,0.41264,0.2372,0.0,0.008463,0.096781,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.35939,stable_low_motion,,4.678611,4.878611
3.mp4,12,60.0,79.933,upper_body,Upper body proxy,body,green,raw,1,102.832,190.0,230.0,210.0,107.168,87.168,False,36.734,0.031833,0.843786,0.006031,0.213267,0.2365,0.0,0.006178,0.062549,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.340336,100bpm_artifact,,3.52327,2.87327
3.mp4,12,60.0,79.933,upper_body,Upper body proxy,body,green,raw,2,92.725,190.0,230.0,210.0,117.275,97.275,False,18.88,0.016361,0.843786,0.031366,0.41494,0.2365,0.0,0.006178,0.062549,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,4.023682,stable_low_motion,,4.106616,4.306616
3.mp4,12,60.0,79.933,upper_body,Upper body proxy,body,green,bg_motion_residual,1,102.832,190.0,230.0,210.0,107.168,87.168,False,34.233,0.028508,0.853209,0.010886,0.133103,0.2365,0.0,0.006178,0.062549,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,5.201553,100bpm_artifact,,3.634487,2.984487
3.mp4,12,60.0,79.933,upper_body,Upper body proxy,body,green,bg_motion_residual,2,90.967,190.0,230.0,210.0,119.033,99.033,False,15.998,0.013323,0.853209,0.021223,0.284816,0.2365,0.0,0.006178,0.062549,0.0,0.0,0.0,214.893,214.893,100.195,214.893,100.195,False,3.764769,stable_low_motion,,4.097703,4.297703
3.mp4,12,60.0,79.933,upper_body,Upper body proxy,body,chrom,raw,1,96.68,190.0,230.0,210.0,113.32,93.32,False,21.749,0.02464,0.873628,0.00414,0.080286,0.2365,0.0,0.006178,0.062549,0.0,0.0,1.0,214.893,214.893,100.195,214.893,100.195,True,4.634874,100bpm_artifact,,2.817808,2.167808
