view,video,window_index,window_start_sec,window_end_sec,region_id,region_label,region_kind,method,peak_rank,peak_bpm,snr,total_power_ratio,spectral_entropy,h2_ratio,half_ratio,valid_fraction,box_motion,color_cv,quality_score,trained_selector_score
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,g_minus_r,1,122.168,6.44,0.011952,0.911791,0.007221,0.026692,0.8352,0.0,0.746532,3.425327,0.02
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,g_minus_r,2,174.463,4.447,0.008252,0.911791,0.010459,0.792257,0.8352,0.0,0.746532,2.583881,0.11333333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,g_minus_r,3,90.088,3.876,0.007194,0.911791,0.115772,0.044347,0.8352,0.0,0.746532,2.352534,0.04666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,g_minus_r,4,138.428,3.856,0.007157,0.911791,0.012059,0.044576,0.8352,0.0,0.746532,2.105603,0.21333333333333335
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,chrom,1,119.092,7.057,0.014118,0.924231,0.079572,0.047704,0.8352,0.0,0.746532,3.584105,0.006666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,chrom,2,98.438,5.577,0.011157,0.924231,0.221118,0.060364,0.8352,0.0,0.746532,3.065685,0.0
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,chrom,3,154.688,2.493,0.004988,0.924231,0.225103,0.135006,0.8352,0.0,0.746532,1.875575,0.06
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,chrom,4,210.059,1.959,0.00392,0.924231,0.286483,0.245128,0.8352,0.0,0.746532,1.410989,0.07333333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,pos,1,127.002,5.21,0.010378,0.921197,0.039652,0.007284,0.8352,0.0,0.746532,3.170562,0.10666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,pos,2,133.154,4.94,0.009841,0.921197,0.041812,0.007681,0.8352,0.0,0.746532,2.881549,0.18666666666666668
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,pos,3,150.293,3.588,0.007148,0.921197,0.057571,0.010576,0.8352,0.0,0.746532,2.269013,0.06666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,pos,4,97.998,2.744,0.005467,0.921197,0.213147,0.013827,0.8352,0.0,0.746532,1.778392,0.02666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,pca,1,126.562,6.814,0.012138,0.914548,0.000878,0.042874,0.8352,0.0,0.746532,3.47637,0.04666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,pca,2,108.105,4.008,0.00714,0.914548,0.019866,0.072885,0.8352,0.0,0.746532,2.570143,0.02
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,pca,3,147.656,3.862,0.00688,0.914548,0.001549,0.075647,0.8352,0.0,0.746532,2.301923,0.11333333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,pca,4,171.387,2.633,0.004691,0.914548,0.002271,0.45736,0.8352,0.0,0.746532,1.589339,0.19333333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,ica,1,128.76,8.894,0.012897,0.90121,0.0055,0.199738,0.8352,0.0,0.746532,3.742197,0.10666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,ica,2,146.338,6.391,0.009267,0.90121,0.007654,0.277965,0.8352,0.0,0.746532,3.055578,0.04666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,ica,3,107.227,5.033,0.007298,0.90121,0.027949,0.352976,0.8352,0.0,0.746532,2.521333,0.02
front,front.mp4,2,10.0,29.933,patch_r03_c04,Patch R3 C4,patch,ica,4,169.629,4.652,0.006746,0.90121,0.010514,0.366019,0.8352,0.0,0.746532,2.199435,0.18
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,green,1,93.164,4.221,0.009795,0.924657,0.0031,0.679326,1.0,0.0,0.561206,2.938261,0.02666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,green,2,171.387,2.457,0.005702,0.924657,0.010452,1.046447,1.0,0.0,0.561206,2.023852,0.10666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,green,3,145.02,2.152,0.004994,0.924657,0.011934,1.332382,1.0,0.0,0.561206,1.616481,0.08
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,green,4,130.957,1.936,0.004492,0.924657,0.013267,1.481204,1.0,0.0,0.561206,1.266476,0.3466666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,g_minus_r,1,90.527,7.821,0.013731,0.909881,0.05926,0.212294,1.0,0.0,0.561206,3.756847,0.006666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,g_minus_r,2,119.971,4.395,0.007717,0.909881,0.003904,0.377741,1.0,0.0,0.561206,2.731331,0.08666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,g_minus_r,3,107.666,3.917,0.006877,0.909881,0.078618,0.42386,1.0,0.0,0.561206,2.379273,0.1
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,g_minus_r,4,175.342,3.774,0.006626,0.909881,0.004547,1.533027,1.0,0.0,0.561206,1.901082,0.12666666666666668
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,chrom,1,119.531,11.929,0.016787,0.903147,0.029967,0.005357,1.0,0.0,0.561206,4.301074,0.04666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,chrom,2,97.998,7.892,0.011107,0.903147,0.051673,0.008096,1.0,0.0,0.561206,3.48932,0.013333333333333334
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,chrom,3,153.369,5.31,0.007472,0.903147,0.073114,0.012035,1.0,0.0,0.561206,2.752078,0.03333333333333333
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,chrom,4,140.625,2.366,0.003329,0.903147,0.164098,0.027011,1.0,0.0,0.561206,1.657689,0.16666666666666666
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,pos,1,98.438,8.812,0.014376,0.917473,0.070505,0.03865,1.0,0.0,0.561206,3.915451,0.006666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,pos,2,119.092,5.1,0.00832,0.917473,0.042412,0.066781,1.0,0.0,0.561206,2.942921,0.05333333333333334
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,pos,3,126.562,4.521,0.007376,0.917473,0.036736,0.075335,1.0,0.0,0.561206,2.570562,0.12
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,pos,4,152.49,3.909,0.006377,0.917473,0.042489,0.087132,1.0,0.0,0.561206,2.175895,0.04666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,pca,1,119.531,11.575,0.016311,0.903477,0.030903,0.006038,1.0,0.0,0.561206,4.256335,0.04666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,pca,2,97.998,7.898,0.01113,0.903477,0.049665,0.008848,1.0,0.0,0.561206,3.490004,0.006666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,pca,3,153.369,5.503,0.007756,0.903477,0.070505,0.012698,1.0,0.0,0.561206,2.796364,0.02
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,pca,4,140.186,2.398,0.00338,0.903477,0.161784,0.029138,1.0,0.0,0.561206,1.669612,0.15333333333333332
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,ica,1,119.531,12.295,0.017265,0.902844,0.029084,0.005142,1.0,0.0,0.561206,4.34566,0.04666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,ica,2,97.998,7.847,0.011019,0.902844,0.053613,0.008056,1.0,0.0,0.561206,3.481215,0.013333333333333334
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,ica,3,153.369,5.117,0.007185,0.902844,0.076039,0.012355,1.0,0.0,0.561206,2.706288,0.02
front,front.mp4,3,15.0,34.933,patch_r03_c04,Patch R3 C4,patch,ica,4,140.625,2.339,0.003284,0.902844,0.166358,0.02703,1.0,0.0,0.561206,1.647185,0.16
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,green,1,93.164,16.343,0.013874,0.886411,0.037242,0.022744,0.9543,0.0,0.104748,4.501158,0.02666666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,green,2,129.199,14.267,0.012113,0.886411,0.011216,0.026052,0.9543,0.0,0.104748,4.076357,0.05333333333333334
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,green,3,103.711,12.987,0.011025,0.886411,0.037792,0.028621,0.9543,0.0,0.104748,3.726381,0.02
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,green,4,202.148,12.624,0.010717,0.886411,0.012676,0.213761,0.9543,0.0,0.104748,3.427878,0.06
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,1,119.092,15.003,0.016565,0.882884,0.024811,0.019371,0.9543,0.0,0.104748,4.510038,0.2866666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,2,130.957,13.452,0.014852,0.882884,0.029696,0.021605,0.9543,0.0,0.104748,4.126915,0.06
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,3,88.33,13.077,0.014438,0.882884,0.201808,0.022224,0.9543,0.0,0.104748,3.899342,0.02666666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,4,102.832,11.182,0.012347,0.882884,0.033992,0.025989,0.9543,0.0,0.104748,3.417259,0.04666666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,chrom,1,103.271,18.043,0.025719,0.898997,0.135091,0.027014,0.9543,0.0,0.104748,4.944872,0.013333333333333334
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,chrom,2,118.213,7.28,0.010378,0.898997,0.087392,0.066948,0.9543,0.0,0.104748,3.356602,0.5133333333333333
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,chrom,3,91.846,4.162,0.005932,0.898997,0.051599,0.117118,0.9543,0.0,0.104748,2.415061,0.06
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,chrom,4,188.965,3.436,0.004897,0.898997,0.184665,0.555396,0.9543,0.0,0.104748,1.92654,0.22
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,pos,1,103.271,15.651,0.023994,0.905413,0.157727,0.027334,0.9543,0.0,0.104748,4.758307,0.02666666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,pos,2,116.895,5.49,0.008417,0.905413,0.136806,0.077921,0.9543,0.0,0.104748,3.014726,0.3933333333333333
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,pos,3,188.965,3.745,0.005742,0.905413,0.167343,0.398159,0.9543,0.0,0.104748,2.28096,0.12
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,pos,4,137.109,2.779,0.00426,0.905413,0.225556,0.153961,0.9543,0.0,0.104748,1.793502,0.12666666666666668
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,pca,1,93.164,16.31,0.013923,0.883636,0.026596,0.018396,0.9543,0.0,0.104748,4.503023,0.03333333333333333
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,pca,2,129.199,15.76,0.013454,0.883636,0.008613,0.019039,0.9543,0.0,0.104748,4.228578,0.04666666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,pca,3,202.148,12.832,0.010955,0.883636,0.010577,0.137156,0.9543,0.0,0.104748,3.690335,0.06
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,pca,4,110.742,11.416,0.009746,0.883636,0.066725,0.026282,0.9543,0.0,0.104748,3.33761,0.5066666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,ica,1,93.164,11.631,0.014058,0.890651,0.051729,0.028099,0.9543,0.0,0.104748,4.171431,0.02
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,ica,2,103.711,10.837,0.013098,0.890651,0.036954,0.030157,0.9543,0.0,0.104748,3.845322,0.02666666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,ica,3,202.588,10.684,0.012913,0.890651,0.010322,0.269116,0.9543,0.0,0.104748,3.556488,0.08666666666666667
front,front.mp4,0,0.0,19.933,patch_r03_c05,Patch R3 C5,patch,ica,4,110.742,8.261,0.009984,0.890651,0.066986,0.039563,0.9543,0.0,0.104748,3.028855,0.5266666666666666
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,green,1,95.801,12.267,0.014851,0.887392,0.038799,0.085774,0.958,0.0,0.267835,4.24409,0.0
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,green,2,111.182,10.949,0.013256,0.887392,0.025767,0.096097,0.958,0.0,0.267835,3.853377,0.24666666666666667
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,green,3,118.652,8.93,0.010812,0.887392,0.005874,0.117822,0.958,0.0,0.267835,3.336768,0.09333333333333334
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,green,4,86.572,7.72,0.009346,0.887392,0.123681,0.136294,0.958,0.0,0.267835,2.938479,0.08666666666666667
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,1,117.773,7.956,0.012149,0.91245,0.038598,0.117957,0.958,0.0,0.267835,3.696491,0.1
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,2,166.113,7.581,0.011576,0.91245,0.014346,0.006611,0.958,0.0,0.267835,3.424492,0.013333333333333334
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,3,129.199,6.767,0.010333,0.91245,0.016072,0.138684,0.958,0.0,0.267835,3.025978,0.14666666666666667
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,4,112.939,6.322,0.009654,0.91245,0.019393,0.148443,0.958,0.0,0.267835,2.714065,0.14
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,chrom,1,101.074,15.088,0.020756,0.893911,0.012565,0.168882,0.958,0.0,0.267835,4.599378,0.006666666666666667
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,chrom,2,119.971,9.762,0.013429,0.893911,0.055785,0.261022,0.958,0.0,0.267835,3.717988,0.21333333333333335
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,chrom,3,127.441,8.318,0.011443,0.893911,0.065467,0.306324,0.958,0.0,0.267835,3.265203,0.14666666666666667
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,chrom,4,137.549,6.905,0.009498,0.893911,0.078872,0.369044,0.958,0.0,0.267835,2.783096,0.09333333333333334
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,pos,1,100.635,20.814,0.021349,0.879089,0.031002,0.294491,0.958,0.0,0.267835,4.934918,0.04666666666666667
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,pos,2,119.971,16.516,0.016941,0.879089,0.040372,0.371118,0.958,0.0,0.267835,4.343787,0.14666666666666667
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,pos,3,135.791,9.259,0.009497,0.879089,0.072013,0.661976,0.958,0.0,0.267835,3.241173,0.16666666666666666
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,pos,4,146.777,8.699,0.008923,0.879089,0.076653,0.704628,0.958,0.0,0.267835,2.930084,0.08
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,pca,1,100.635,18.853,0.01956,0.888502,0.009011,0.332998,0.958,0.0,0.267835,4.762969,0.013333333333333334
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,pca,2,120.41,13.315,0.013814,0.888502,0.051795,0.471509,0.958,0.0,0.267835,3.999468,0.15333333333333332
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,pca,3,127.881,11.361,0.011787,0.888502,0.060702,0.552598,0.958,0.0,0.267835,3.536938,0.15333333333333332
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,pca,4,136.67,9.028,0.009367,0.888502,0.076384,0.695356,0.958,0.0,0.267835,2.974673,0.14
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,ica,1,100.635,17.699,0.018043,0.885037,0.049557,0.412667,0.958,0.0,0.267835,4.653409,0.02
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,ica,2,119.971,14.757,0.015044,0.885037,0.03779,0.494935,0.958,0.0,0.267835,4.140364,0.13333333333333333
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,ica,3,115.137,10.002,0.010196,0.885037,0.047379,0.730272,0.958,0.0,0.267835,3.319876,0.26
front,front.mp4,1,5.0,24.933,patch_r03_c05,Patch R3 C5,patch,ica,4,146.777,9.17,0.009348,0.885037,0.060816,0.796506,0.958,0.0,0.267835,2.971614,0.07333333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,green,1,116.016,10.102,0.013947,0.88913,0.001683,0.162002,0.9648,0.0,0.593123,4.006635,0.04
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,green,2,139.746,6.461,0.00892,0.88913,0.008355,0.253311,0.9648,0.0,0.593123,3.153946,0.6533333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,green,3,152.93,4.162,0.005746,0.88913,0.01297,0.393229,0.9648,0.0,0.593123,2.366812,0.08666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,green,4,86.572,3.193,0.004409,0.88913,0.062742,0.512482,0.9648,0.0,0.593123,1.841574,0.05333333333333334
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,1,116.016,6.058,0.012413,0.928684,0.060036,0.134537,0.9648,0.0,0.593123,3.441923,0.02666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,2,171.826,3.762,0.007708,0.928684,0.05311,0.228099,0.9648,0.0,0.593123,2.590247,0.06666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,3,156.445,2.991,0.006129,0.928684,0.06679,0.272464,0.9648,0.0,0.593123,2.100152,0.08666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,4,131.396,2.88,0.0059,0.928684,0.069381,0.283031,0.9648,0.0,0.593123,1.836996,0.52
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,chrom,1,127.441,6.81,0.010566,0.900546,0.057022,0.376857,0.9648,0.0,0.593123,3.466079,0.38
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,chrom,2,93.604,6.298,0.009772,0.900546,0.150979,0.407473,0.9648,0.0,0.593123,3.154698,0.04
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,chrom,3,100.195,6.124,0.009501,0.900546,0.112531,0.419103,0.9648,0.0,0.593123,2.887847,0.0
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,chrom,4,120.41,5.959,0.009246,0.900546,0.065163,0.430658,0.9648,0.0,0.593123,2.6205,0.05333333333333334
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,pos,1,119.092,18.921,0.019629,0.880539,0.027107,0.172338,0.9648,0.0,0.593123,4.815453,0.04666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,pos,2,99.756,8.323,0.008634,0.880539,0.082371,0.391772,0.9648,0.0,0.593123,3.375553,0.02666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,pos,3,106.348,4.826,0.005007,0.880539,0.169339,0.675655,0.9648,0.0,0.593123,2.444185,0.02666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,pos,4,135.352,4.134,0.004289,0.880539,0.144748,0.788774,0.9648,0.0,0.593123,2.024465,0.29333333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,pca,1,119.531,15.285,0.017373,0.887045,0.041695,0.249576,0.9648,0.0,0.593123,4.517412,0.03333333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,pca,2,99.756,8.722,0.009913,0.887045,0.073511,0.437383,0.9648,0.0,0.593123,3.457867,0.006666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,pca,3,106.787,4.245,0.004825,0.887045,0.106929,0.898695,0.9648,0.0,0.593123,2.262744,0.07333333333333333
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,pca,4,80.859,3.846,0.004372,0.887045,0.1342,0.991747,0.9648,0.0,0.593123,1.921993,0.02666666666666667
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,ica,1,118.652,15.993,0.019955,0.881414,0.026109,0.149604,0.9648,0.0,0.593123,4.660632,0.04
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,ica,2,99.316,5.68,0.007087,0.881414,0.114669,0.421229,0.9648,0.0,0.593123,2.951912,0.013333333333333334
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,ica,3,106.348,3.855,0.00481,0.881414,0.283792,0.620616,0.9648,0.0,0.593123,2.273219,0.04
front,front.mp4,2,10.0,29.933,patch_r03_c05,Patch R3 C5,patch,ica,4,134.912,3.059,0.003817,0.881414,0.155198,0.782182,0.9648,0.0,0.593123,1.7514,0.30666666666666664
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,green,1,113.379,6.369,0.009926,0.902683,0.006199,0.294109,1.0,0.0,0.491101,3.403117,0.16666666666666666
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,green,2,140.625,5.931,0.009243,0.902683,0.013535,0.315843,1.0,0.0,0.491101,3.086684,0.21333333333333335
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,green,3,152.051,4.596,0.007163,0.902683,0.017465,0.407571,1.0,0.0,0.491101,2.529076,0.06
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,green,4,87.451,3.164,0.004931,0.902683,0.211788,0.592001,1.0,0.0,0.491101,1.88597,0.03333333333333333
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,1,155.566,4.695,0.009484,0.937058,0.062511,0.385377,1.0,0.0,0.491101,3.065337,0.06
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,2,90.088,3.944,0.007967,0.937058,0.086242,0.458765,1.0,0.0,0.491101,2.619491,0.02
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,3,171.826,3.719,0.007512,0.937058,0.078924,0.347026,1.0,0.0,0.491101,2.34743,0.05333333333333334
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,g_minus_r,4,99.756,3.121,0.006305,0.937058,0.316217,0.579658,1.0,0.0,0.491101,1.930037,0.03333333333333333
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,chrom,1,93.164,13.196,0.014488,0.892016,0.017748,0.069152,1.0,0.0,0.491101,4.322949,0.02666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,chrom,2,119.971,6.987,0.007671,0.892016,0.090617,0.130609,1.0,0.0,0.491101,3.225239,0.12666666666666668
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,chrom,3,126.123,6.592,0.007238,0.892016,0.096039,0.138423,1.0,0.0,0.491101,2.930573,0.12666666666666668
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,chrom,4,107.666,5.285,0.005802,0.892016,0.049056,0.172672,1.0,0.0,0.491101,2.422703,0.17333333333333334
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,pos,1,119.092,8.835,0.014492,0.901151,0.030914,0.09305,1.0,0.0,0.491101,3.924637,0.12666666666666668
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,pos,2,108.105,4.529,0.007429,0.901151,0.031402,0.181519,1.0,0.0,0.491101,2.794893,0.19333333333333333
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,pos,3,94.922,3.81,0.00625,0.901151,0.263205,0.215752,1.0,0.0,0.491101,2.40928,0.02666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,pos,4,151.172,3.598,0.005901,0.901151,0.077562,0.228506,1.0,0.0,0.491101,2.084072,0.10666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,pca,1,93.164,13.204,0.014466,0.891587,0.018525,0.071553,1.0,0.0,0.491101,4.323036,0.04
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,pca,2,119.971,7.026,0.007697,0.891587,0.091944,0.134476,1.0,0.0,0.491101,3.231708,0.13333333333333333
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,pca,3,126.123,6.604,0.007236,0.891587,0.097806,0.143049,1.0,0.0,0.491101,2.93219,0.14666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,pca,4,107.666,5.283,0.005788,0.891587,0.049509,0.178835,1.0,0.0,0.491101,2.421133,0.15333333333333332
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,ica,1,93.604,10.055,0.012381,0.898186,0.0213,0.092581,1.0,0.0,0.491101,3.972673,0.02
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,ica,2,119.531,8.002,0.009853,0.898186,0.072858,0.116338,1.0,0.0,0.491101,3.441122,0.11333333333333333
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,ica,3,125.684,6.141,0.007562,0.898186,0.093715,0.151587,1.0,0.0,0.491101,2.87155,0.10666666666666667
front,front.mp4,3,15.0,34.933,patch_r03_c05,Patch R3 C5,patch,ica,4,107.666,5.019,0.006179,0.898186,0.051135,0.185495,1.0,0.0,0.491101,2.387732,0.16666666666666666
