video,time_sec,frame_index,keypoint,x,y,confidence,source
6.mp4,0.0,0,nose,220.3046875,541.0234375,0.8768523335456848,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,upper_jaw,220.3046875,562.4609375,0.8774884939193726,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,lower_jaw,220.3046875,573.1796875,0.6698587536811829,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,mouth_end_right,198.8671875,562.4609375,0.7650373578071594,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,mouth_end_left,241.7421875,573.1796875,0.32293328642845154,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,right_eye,214.9453125,465.9921875,0.9062872529029846,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,right_earbase,220.3046875,423.1171875,0.5995145440101624,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,right_earend,193.5078125,423.1171875,0.2647888660430908,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,right_antler_base,220.3046875,423.1171875,0.5621964335441589,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,right_antler_end,386.4453125,605.3359375,0.22770750522613525,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,left_eye,268.5390625,471.3515625,0.9298447966575623,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,left_earbase,311.4140625,439.1953125,0.6848416328430176,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,left_earend,332.8515625,498.1484375,0.910808801651001,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,left_antler_base,311.4140625,439.1953125,0.62364661693573,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,left_antler_end,386.4453125,605.3359375,0.24346491694450378,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,neck_base,263.1796875,583.8984375,0.2562841475009918,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,neck_end,311.4140625,498.1484375,0.10764415562152863,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,throat_base,257.8203125,583.8984375,0.28085845708847046,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,throat_end,257.8203125,626.7734375,0.4360969066619873,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_base,311.4140625,498.1484375,0.10490347445011139,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_end,332.8515625,562.4609375,0.15976792573928833,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_middle,343.5703125,562.4609375,0.19515252113342285,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,tail_base,332.8515625,562.4609375,0.15864060819149017,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,tail_end,386.4453125,605.3359375,0.3767043352127075,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,front_left_thai,316.7734375,632.1328125,0.6864716410636902,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,front_left_knee,311.4140625,712.5234375,0.5791610479354858,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,front_left_paw,311.4140625,739.3203125,0.24854055047035217,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,front_right_thai,204.2265625,599.9765625,0.5782546401023865,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,front_right_knee,225.6640625,728.6015625,0.5283372402191162,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,front_right_paw,231.0234375,739.3203125,0.07868633419275284,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_left_paw,289.9765625,701.8046875,0.8006860613822937,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_left_thai,332.8515625,637.4921875,0.621602475643158,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_right_thai,300.6953125,637.4921875,0.07723109424114227,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_left_knee,284.6171875,658.9296875,0.7242377400398254,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_right_knee,284.6171875,653.5703125,0.5135281682014465,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,back_right_paw,289.9765625,701.8046875,0.7283915281295776,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,belly_bottom,273.8984375,642.8515625,0.300155371427536,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,body_middle_right,332.8515625,594.6171875,0.3867923319339752,deeplabcut_superanimal_quadruped
6.mp4,0.0,0,body_middle_left,332.8515625,594.6171875,0.3813733458518982,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,nose,235.9921875,495.7109375,0.8908736109733582,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,upper_jaw,230.4453125,517.8984375,0.7750788331031799,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,lower_jaw,230.4453125,517.8984375,0.6002026796340942,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,mouth_end_right,213.8046875,517.8984375,0.6537526845932007,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,mouth_end_left,252.6328125,517.8984375,0.2651905417442322,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,right_eye,224.8984375,434.6953125,0.9421685338020325,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,right_earbase,213.8046875,412.5078125,0.6232869029045105,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,right_earend,197.1640625,445.7890625,0.49496570229530334,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,right_antler_base,213.8046875,406.9609375,0.5827473402023315,deeplabcut_superanimal_quadruped
6.mp4,0.1,1,right_antler_end,197.1640625,445.7890625,0.09621255844831467,deeplabcut_superanimal_quadruped
